u-Cccr,2,1,0,1,1,9,5.25,1,25,15.285714285714286,0,0
u-Cccr,2,1,0,1,1,9,5.25,1,25,15.285714285714286,0,0
u-Cccr,3,1,1,0,2,10,6.25,3,24,14.634146341463415,0,0
u-Cccr,4,0,0,0,3,11,7.25,5,23,14.785714285714286,1,0
u-Cccr,4,0,0,0,3,11,7.25,5,23,14.785714285714286,0,1
u-Cccr,8,1,0,1,6,14,10.25,4,20,13.153846153846153,0,0
u-Cccr,8,1,0,1,6,14,10.25,4,20,13.153846153846153,1,0
u-CCDL,2,1,0,1,1,9,5.25,1,25,15.285714285714286,0,0
u-CCDL,2,1,0,1,1,9,5.25,1,25,15.285714285714286,0,0
u-Ccsr,2,1,0,1,1,9,5.25,1,25,15.285714285714286,1,0
u-Ccsr,2,1,0,1,1,9,5.25,1,25,15.285714285714286,0,0
u-Ccsr,2,1,0,1,1,9,5.25,1,25,15.285714285714286,0,0
u-Ccsr,2,1,0,1,1,9,5.25,1,25,15.285714285714286,0,0
u-Ccsr,2,1,0,1,1,9,5.25,1,25,15.285714285714286,0,1
u-Ccsr,2,1,0,1,1,9,5.25,1,25,15.285714285714286,1,0
u-Ccsr,2,1,0,1,1,9,5.25,1,25,15.285714285714286,0,0
u-Ccsr,2,1,0,1,1,9,5.25,1,25,15.285714285714286,0,0
u-Ccsr,3,1,1,0,2,10,6.25,3,24,14.634146341463415,0,0
u-Ccsr,3,1,1,0,2,10,6.25,3,24,14.634146341463415,0,0
u-Ccsr,3,1,1,0,2,10,6.25,3,24,14.634146341463415,0,0
u-Ccsr,3,1,1,0,2,10,6.25,3,24,14.634146341463415,0,0
u-Ccsr,3,1,1,0,2,10,6.25,3,24,14.634146341463415,0,0
u-Ccsr,3,1,1,0,2,10,6.25,3,24,14.634146341463415,0,0
u-Ccsr,4,0,0,0,3,11,7.25,5,23,14.785714285714286,0,0
u-Ccsr,4,0,0,0,3,11,7.25,5,23,14.785714285714286,0,0
u-Ccsr,5,1,1,0,4,12,8.25,4,22,13.785714285714286,0,0
u-Ccsr,5,1,1,0,4,12,8.25,4,22,13.785714285714286,0,0
u-Ccsr,5,1,1,0,4,12,8.25,4,22,13.785714285714286,0,0
u-Ccsr,5,1,1,0,4,12,8.25,4,22,13.785714285714286,0,0
u-Ccsr,7,1,1,0,5,13,9.25,5,21,13.333333333333334,0,0
u-Ccsr,7,1,1,0,5,13,9.25,5,21,13.333333333333334,0,0
u-Ccsr,7,1,1,0,5,13,9.25,5,21,13.333333333333334,0,0
u-Ccsr,7,1,1,0,5,13,9.25,5,21,13.333333333333334,0,0
u-Ccsr,7,1,1,0,5,13,9.25,5,21,13.333333333333334,0,0
u-Ccsr,7,1,1,0,5,13,9.25,5,21,13.333333333333334,0,0
u-Ccsr,7,1,1,0,5,13,9.25,5,21,13.333333333333334,0,0
u-Ccsr,7,1,1,0,5,13,9.25,5,21,13.333333333333334,0,0
u-Ccsr,7,1,1,0,5,13,9.25,5,21,13.333333333333334,0,0
u-Ccsr,7,1,1,0,5,13,9.25,5,21,13.333333333333334,0,0
u-Ccsr,13,0,0,0,2,10,6.25,0,0,0.0,0,0
u-Ccsr,13,0,0,0,2,10,6.25,0,0,0.0,0,0
u-CRCR,2,1,0,1,1,9,5.25,1,25,15.285714285714286,1,0
u-CRCR,2,1,0,1,1,9,5.25,1,25,15.285714285714286,0,0
u-CRCR,2,1,0,1,1,9,5.25,1,25,15.285714285714286,0,0
u-CRCR,2,1,0,1,1,9,5.25,1,25,15.285714285714286,0,0
u-CRCR,2,1,0,1,1,9,5.25,1,25,15.285714285714286,0,0
u-CRCR,2,1,0,1,1,9,5.25,1,25,15.285714285714286,0,0
u-CRCR,2,1,0,1,1,9,5.25,1,25,15.285714285714286,0,0
u-CRCR,2,1,0,1,1,9,5.25,1,25,15.285714285714286,0,0
u-CRCR,2,1,0,1,1,9,5.25,1,25,15.285714285714286,0,0
u-CRCR,2,1,0,1,1,9,5.25,1,25,15.285714285714286,0,0
u-CRCR,2,1,0,1,1,9,5.25,1,25,15.285714285714286,0,1
u-CRCR,2,1,0,1,1,9,5.25,1,25,15.285714285714286,1,0
u-CRCR,2,1,0,1,1,9,5.25,1,25,15.285714285714286,0,1
u-CRCR,2,1,0,1,1,9,5.25,1,25,15.285714285714286,0,0
u-CRCR,2,1,0,1,1,9,5.25,1,25,15.285714285714286,0,0
u-CRCR,2,1,0,1,1,9,5.25,1,25,15.285714285714286,0,0
u-CRCR,2,1,0,1,1,9,5.25,1,25,15.285714285714286,0,0
u-CRCR,2,1,0,1,1,9,5.25,1,25,15.285714285714286,0,0
u-CRCR,2,1,0,1,1,9,5.25,1,25,15.285714285714286,0,0
u-CRCR,2,1,0,1,1,9,5.25,1,25,15.285714285714286,0,0
u-CRCR,3,1,1,0,2,10,6.25,3,24,14.634146341463415,0,0
u-CRCR,3,1,1,0,2,10,6.25,3,24,14.634146341463415,0,0
u-CRCR,3,1,1,0,2,10,6.25,3,24,14.634146341463415,0,0
u-CRCR,3,1,1,0,2,10,6.25,3,24,14.634146341463415,0,0
u-CRCR,3,1,1,0,2,10,6.25,3,24,14.634146341463415,0,0
u-CRCR,3,1,1,0,2,10,6.25,3,24,14.634146341463415,0,0
