u-Cccr,1,1,1,0,0,0,0.0,2,7,4.333333333333333,0,0
u-Cccr,1,1,1,0,0,0,0.0,2,7,4.333333333333333,0,0
u-Cccr,2,1,0,1,1,1,1.0,1,1,1.0,0,0
u-Cccr,2,1,0,1,1,1,1.0,1,1,1.0,0,0
u-Cccr,3,0,0,0,1,1,1.0,3,6,4.5,0,0
u-Cccr,3,0,0,0,1,1,1.0,3,6,4.5,0,0
u-CCDL,1,1,1,0,0,0,0.0,2,7,4.333333333333333,0,0
u-Ccsr,1,1,1,0,0,0,0.0,2,7,4.333333333333333,0,0
u-Ccsr,1,1,1,0,0,0,0.0,2,7,4.333333333333333,0,0
u-Ccsr,1,1,1,0,0,0,0.0,2,7,4.333333333333333,0,0
u-Ccsr,1,1,1,0,0,0,0.0,2,7,4.333333333333333,0,0
u-Ccsr,1,1,1,0,0,0,0.0,2,7,4.333333333333333,0,0
u-Ccsr,1,1,1,0,0,0,0.0,2,7,4.333333333333333,0,0
u-Ccsr,4,1,1,0,2,2,2.0,2,5,3.5,0,0
u-Ccsr,4,1,1,0,2,2,2.0,2,5,3.5,0,0
u-Ccsr,4,1,1,0,2,2,2.0,2,5,3.5,0,0
u-Ccsr,4,1,1,0,2,2,2.0,2,5,3.5,0,0
u-Ccsr,4,1,1,0,2,2,2.0,2,5,3.5,0,0
u-Ccsr,4,1,1,0,2,2,2.0,2,5,3.5,0,0
u-Ccsr,6,1,0,1,3,3,3.0,4,4,4.0,0,0
u-Ccsr,6,1,0,1,3,3,3.0,4,4,4.0,0,0
u-Ccsr,6,1,0,1,3,3,3.0,4,4,4.0,0,0
u-Ccsr,6,1,0,1,3,3,3.0,4,4,4.0,0,0
u-Ccsr,6,1,0,1,3,3,3.0,4,4,4.0,0,0
u-Ccsr,6,1,0,1,3,3,3.0,4,4,4.0,0,1
u-Ccsr,8,0,0,0,2,4,3.0,0,0,0.0,0,0
u-Ccsr,8,0,0,0,2,4,3.0,0,0,0.0,0,0
u-Ccsr,8,0,0,0,2,4,3.0,0,0,0.0,0,0
u-CRCR,1,1,1,0,0,0,0.0,2,7,4.333333333333333,0,0
u-CRCR,1,1,1,0,0,0,0.0,2,7,4.333333333333333,0,0
u-CRCR,1,1,1,0,0,0,0.0,2,7,4.333333333333333,0,0
u-CRCR,1,1,1,0,0,0,0.0,2,7,4.333333333333333,0,0
u-CRCR,1,1,1,0,0,0,0.0,2,7,4.333333333333333,0,0
u-CRCR,1,1,1,0,0,0,0.0,2,7,4.333333333333333,0,0
u-CRCR,1,1,1,0,0,0,0.0,2,7,4.333333333333333,0,0
u-CRCR,1,1,1,0,0,0,0.0,2,7,4.333333333333333,0,0
u-CRCR,1,1,1,0,0,0,0.0,2,7,4.333333333333333,0,0
u-CRCR,1,1,1,0,0,0,0.0,2,7,4.333333333333333,0,0
u-CRCR,4,1,1,0,2,2,2.0,2,5,3.5,0,0
