u-Cccr,1,0,0,0,0,0,0.0,2,9,5.5,0,1
u-Cccr,2,1,1,0,1,1,1.0,1,8,4.5,0,0
u-Cccr,8,0,0,0,4,4,4.0,1,1,1.0,0,0
u-CCDL,1,0,0,0,0,0,0.0,2,9,5.5,0,1
u-CCDL,2,1,1,0,1,1,1.0,1,8,4.5,0,0
u-Ccsr,1,0,0,0,0,0,0.0,2,9,5.5,0,0
u-Ccsr,1,0,0,0,0,0,0.0,2,9,5.5,0,0
u-Ccsr,2,1,1,0,1,1,1.0,1,8,4.5,0,1
u-Ccsr,2,1,1,0,1,1,1.0,1,8,4.5,0,1
u-Ccsr,4,1,1,0,2,2,2.0,3,7,4.666666666666667,0,0
u-Ccsr,4,1,1,0,2,2,2.0,3,7,4.666666666666667,0,0
u-Ccsr,4,1,1,0,2,2,2.0,3,7,4.666666666666667,0,0
u-Ccsr,4,1,1,0,2,2,2.0,3,7,4.666666666666667,0,0
u-Ccsr,4,1,1,0,2,2,2.0,3,7,4.666666666666667,0,0
u-Ccsr,4,1,1,0,2,2,2.0,3,7,4.666666666666667,0,0
u-Ccsr,5,1,0,1,3,3,3.0,2,2,2.0,0,0
u-Ccsr,5,1,0,1,3,3,3.0,2,2,2.0,0,0
u-CRCR,1,0,0,0,0,0,0.0,2,9,5.5,0,0
u-CRCR,1,0,0,0,0,0,0.0,2,9,5.5,0,0
u-CRCR,1,0,0,0,0,0,0.0,2,9,5.5,0,0
u-CRCR,1,0,0,0,0,0,0.0,2,9,5.5,0,0
u-CRCR,1,0,0,0,0,0,0.0,2,9,5.5,0,0
u-CRCR,2,1,1,0,1,1,1.0,1,8,4.5,0,1
u-CRCR,2,1,1,0,1,1,1.0,1,8,4.5,0,1
u-CRCR,2,1,1,0,1,1,1.0,1,8,4.5,0,0
u-CRCR,2,1,1,0,1,1,1.0,1,8,4.5,0,1
u-CRCR,2,1,1,0,1,1,1.0,1,8,4.5,0,0
u-CRCR,4,1,1,0,2,2,2.0,3,7,4.666666666666667,0,0
u-CRCR,4,1,1,0,2,2,2.0,3,7,4.666666666666667,0,0
u-CRCR,4,1,1,0,2,2,2.0,3,7,4.666666666666667,0,0
u-CRCR,4,1,1,0,2,2,2.0,3,7,4.666666666666667,0,0
u-CRCR,4,1,1,0,2,2,2.0,3,7,4.666666666666667,0,0
u-CRCR,4,1,1,0,2,2,2.0,3,7,4.666666666666667,0,0
u-CRCR,4,1,1,0,2,2,2.0,3,7,4.666666666666667,0,0
u-CRCR,4,1,1,0,2,2,2.0,3,7,4.666666666666667,0,0
u-CRCR,4,1,1,0,2,2,2.0,3,7,4.666666666666667,0,0
u-CRCR,4,1,1,0,2,2,2.0,3,7,4.666666666666667,0,0
