neighbors;accuracy;precision;recall;f1
1;67,03013278855975;65,29754954298397;73,35801838610827;69,00769268346359
2;65,45709908069458;71,75102138350702;51,46833503575077;59,746043594309775
3;66,14019407558733;64,63830329733092;72,0097037793667;67,92238063342873
4;63,99642492339122;67,49633287033211;55,08937691521961;60,329362591431554
5;63,76659856996936;62,41672754402599;69,2926455566905;65,64595992597742
6;63,30311542390194;65,52650689905593;56,649642492339126;60,6667763432067
7;63,29928498467824;61,88815277376074;69,27477017364657;65,29908559909974
8;63,18564862104188;64,54493253914535;59,124106230847794;61,63870123193526
9;61,27170582226762;60,43187044692322;66,12614913176711;63,071972507652355
10;61,836057201225735;62,83115452060155;57,9979570990807;60,141349834561865
11;60,70863125638406;59,608005758798214;66,11338100102145;62,60785090744845
12;59,93488253319714;60,94593520174916;55,52860061287027;57,959532551887236
13;59,02196118488254;58,542570737234165;61,60623084780388;59,96293326108047
14;60,266853932584276;61,528434555938006;55,743105209397335;58,37823278336099
15;58,57124616956077;58,51517253473406;59,59397344228805;58,99895908399392
16;58,56613891726251;60,1963089526239;52,579162410623084;55,93088326500889
17;56,65219611848824;56,72848890245251;56,87691521961186;56,74963090326505
18;57,66343207354444;59,092299327593445;50,78140960163433;54,5559682970999
19;56,0929519918284;56,507504288602064;54,62461695607763;55,49477108451427
20;57,788559754851896;59,07686961834393;51,69305413687436;55,0962514093182
21;57,44892747701738;57,65640134941046;58,010725229826356;57,75722355901356
22;58,808733401430025;60,48196998520397;52,59703779366701;56,20161143513796
23;57,45148110316649;58,073401582173524;56,884576098059256;57,34406094413044
24;58,02349336057201;59,75561081574339;51,92288049029622;55,437644499413196
25;56,77732379979571;57,4469572873353;56,44279877425946;56,78751662616578
26;57,797497446373846;60,068464333524574;50,344739530132784;54,61689333367603
27;58,01966292134831;59,29587116003439;55,08171603677222;56,963110975584485
28;58,361848825331975;60,70367304799793;51,46833503575077;55,510662675839505
29;57,11567926455567;57,702300150829565;56,874361593462716;57,139667079337286
30;58,13840653728295;60,39238383339508;50,791624106230834;54,913552199864014
31;58,36440245148111;58,95554231665493;58,47803881511747;58,46176850007612
32;59,04494382022472;60,64214892557915;53,96578140960163;56,91526804408322
33;57,79239019407558;58,06811020520698;58,031154239019415;57,88016452820921
34;57,91368743615934;59,09392919948008;54,200715015321755;56,29520247029104
35;58,248212461695616;58,27695769251815;60,06894790602655;59,01316553263249
36;56,56026557711951;57,481156977579886;51,943309499489274;54,237857751841666
37;58,47165474974464;58,3055179548638;62,0888661899898;59,93501473393877
38;58,930030643513795;59,961331901181524;56,44790602655772;57,740065712972985
39;59,265832482124615;59,19572757158945;61,63432073544433;60,2512557183591
40;59,046220633299285;59,96125807578139;56,66751787538304;58,048723695401016
