neighbors;accuracy;precision;recall;f1
1;67,14504596527068;70,51892693475995;59,11133810010215;63,9447616998597
2;63,084780388151174;74,09969191126828;40,160878447395305;51,69720034995626
3;68,06818181818181;69,74458874458874;63,891726251276815;66,6454744587777
4;65,80566905005107;72,61102801016625;51,00612870275791;59,82065584854631
5;69,41266598569969;69,64576537392774;68,8508682328907;69,2030338811875
6;68,06179775280899;72,36976487564723;58,68998978549541;64,77834918503137
7;69,86593462717059;70,29293215347623;69,06537282941777;69,60042231868859
8;69,52630234933605;72,0411607772958;64,10112359550561;67,78884700838879
9;68,73340143003064;69,53776439486407;66,8079673135853;68,1006023319689
10;67,94816138917263;72,80644330793585;57,55617977528089;64,20932355404246
11;67,6161899897855;69,67448224269629;62,75791624106232;65,98559817724275
12;68,40526046986722;73,9022127203195;57,32890704800817;64,44888166633773
13;68,17543411644536;70,98694736647964;61,84371807967314;66,00960481084127
14;68,28779366700715;72,91879937348871;58,45760980592441;64,77650281823958
15;67,3799795709908;69,8203408657687;61,389172625127685;65,26094276094277
16;67,3914708886619;73,18419650556143;55,30898876404494;62,91015819099313
17;66,58963227783453;69,93100581730698;58,455056179775276;63,55554340145496
18;66,938202247191;73,15183647121094;53,955566905005114;62,00523070603512
19;66,71092951991828;69,27561327561328;60,72778345250255;64,51405278769522
20;66,25893769152196;70,68920436992727;56,218079673135854;62,31960398859543
21;65,80183861082737;68,25521319638968;60,0485188968335;63,557419410622465
22;66,70837589376916;71,32620764478693;56,43769152196118;62,71621071079919
23;67,04417773237998;69,72736600484467;60,2732379979571;64,49298740870188
24;65,69713993871298;71,63754623701809;52,37997957099081;60,32194295553028
25;66,94969356486212;69,69710619256031;59,84678243105209;64,32432532016608
26;66,15551583248212;71,32759226404433;54,193054136874366;61,47622178614229
27;65,93718079673135;68,2398373342066;59,177732379979574;63,236198078906334
28;68,08350357507662;72,98414492187658;57,81664964249234;64,29295896486045
29;67,05949948927477;69,67896709025743;60,98059244126659;64,78680939834757
30;68,19713993871297;72,62386856114325;58,95045965270684;64,86168666511257
31;67,28421859039837;69,34034484034484;62,33401430030644;65,4622434304412
32;67,28549540347292;71,07253365481213;58,712972420837595;64,2084843261828
33;68,19330949948927;71,42975496136948;61,4223697650664;65,83583795966426
34;67,74259448416751;71,72592175865879;59,39479060265577;64,71814671814671
35;68,30183861082737;70,12422373440035;64,12921348314606;66,89680768321733
36;67,51404494382022;70,43850564828288;60,298774259448415;64,90004617021503
37;68,4027068437181;69,78406309892378;65,24514811031665;67,33298749781233
38;67,61491317671093;69,97184443598005;61,8641470888662;65,58767782996802
39;67,1590909090909;67,71165091174221;65,9244126659857;66,71045976605284
40;67,61235955056179;69,6224490545956;62,75791624106232;65,99046188706248
