neighbors;accuracy;precision;recall;f1
1;70,99719101123596;69,12283622153362;76,06741573033709;72,39860323989538
2;66,94203268641472;72,41148940255708;54,86465781409602;62,42503298575581
3;70,55158324821245;68,16541450293639;77,20633299284985;72,39241498065027
4;66,37640449438203;68,23973620866673;61,62410623084781;64,70710863947022
5;67,28038815117466;65,07976224488755;74,95658835546475;69,64111374878505
6;66,152962206333;67,61476457383682;62,31103166496425;64,81965180912599
7;66,36491317671093;64,70655102267962;72,22931562819203;68,16647417977399
8;66,25255362614912;67,15873386348355;63,64657814096015;65,28354455537725
9;65,12768130745658;63,39676394892162;71,77477017364659;67,29831581462015
10;65,69458631256384;65,95699927270758;65,00766087844741;65,45341581223695
11;66,36491317671093;64,67676049254997;72,6685393258427;68,36220696395652
12;66,71348314606742;66,71446001226745;67,4923391215526;67,01712640005107
13;65,02042900919305;63,70875769582115;70,20173646578141;66,75480991326242
14;65,24642492339122;65,29636686723113;65,46220633299285;65,2568428303557
15;64,5658835546476;63,202248829458206;69,97957099080695;66,3680667038206
16;66,03932584269663;66,21290898518754;66,14657814096017;66,0998694802764
17;65,91675178753832;64,51592247356568;71,56281920326865;67,70563457974625
18;66,25;66,1025503153253;67,48978549540348;66,63312765858116
19;65,34984678243106;63,682378607595936;71,78243105209397;67,38072875804832
20;65,35112359550561;64,65570051185814;67,94943820224718;66,21434303338918
21;66,1376404494382;64,37670565302143;72,46424923391214;68,14401487469404
22;65,00766087844741;64,62282254481012;66,36108273748722;65,44051026152125
23;65,68692543411643;64,07410373843422;71,77221654749746;67,6461189238468
24;64,56332992849848;65,01022985698482;63,1996935648621;63,963800904977376
25;65,80439223697651;64,65197768620526;70,42390194075587;67,34597641657804
26;64,89274770173648;65,94286124032959;61,83350357507661;63,67396216820308
27;66,03549540347294;64,93541757400577;69,75995914198162;67,16632790101681
28;65,69075587334015;66,03752209261224;64,7752808988764;65,28452686118744
29;65,24387129724208;64,16194916194915;69,51991828396322;66,62610623321476
30;65,68564862104188;66,18355506420558;64,31307456588355;65,03362030505183
31;65,34729315628192;64,13891793401983;69,73697650663942;66,75034765889339
32;65,34856996935649;65,26688278585708;65,45454545454545;65,31547211896257
33;65,23876404494382;63,94398087382995;69,97446373850867;66,7786404929262
34;64,33605720122574;64,74908012795295;63,1996935648621;63,88966057084049
35;65,57073544433095;64,69365410172769;68,61082737487231;66,53992749332158
36;65,34346271705822;65,89024846361575;63,641470888661914;64,70823123865877
37;63,42951991828396;62,457520862102434;67,47701736465783;64,80353594074722
38;63,43207354443309;64,29337465308892;60,72267620020428;62,42198494782289
39;63,65551583248212;63,010963988335256;66,81307456588354;64,75853322588382
40;61,18360572012257;62,02430673692903;57,811542390194084;59,74178681085795
