#;Result;Status;Operator;Program Graph Node;Minimal?;Primitive Arc?;Source Primitive Arc?;Target Primitive Arc?;Equivalent?;Distance Begin;Distance Begin (min);Distance Begin (max);Distance Begin (avg);Distance End;Distance End (min);Distance End (max);Distance End (avg);Source Node;Target Node;Sources Nodes are primitive?;Targets Nodes are primitive?
0;Dead;Active;u-Cccr;1;0;1;1;0;0;[0];0;0;0.0;[2, 7, 4];2;7;4.333333333333333;[];[2, 3];[];[1, 0]
1;Dead;Active;u-Cccr;1;0;1;1;0;0;[0];0;0;0.0;[2, 7, 4];2;7;4.333333333333333;[];[2, 3];[];[1, 0]
2;Dead;Active;u-Cccr;2;0;1;0;1;0;[1];1;1;1.0;[1];1;1;1.0;[1];[8];[1];[0]
3;Dead;Active;u-Cccr;2;0;1;0;1;0;[1];1;1;1.0;[1];1;1;1.0;[1];[8];[1];[0]
4;Dead;Active;u-Cccr;3;0;0;0;0;0;[1];1;1;1.0;[6, 3];3;6;4.5;[1];[4];[1];[1]
5;Dead;Active;u-Cccr;3;0;0;0;0;0;[1];1;1;1.0;[6, 3];3;6;4.5;[1];[4];[1];[1]
6;Dead;Active;u-CCDL;1;0;1;1;0;0;[0];0;0;0.0;[2, 7, 4];2;7;4.333333333333333;[];[2, 3];[];[1, 0]
7;Dead;Active;u-Ccsr;1;0;1;1;0;0;[0];0;0;0.0;[2, 7, 4];2;7;4.333333333333333;[];[2, 3];[];[1, 0]
8;Dead;Active;u-Ccsr;1;0;1;1;0;0;[0];0;0;0.0;[2, 7, 4];2;7;4.333333333333333;[];[2, 3];[];[1, 0]
9;Dead;Active;u-Ccsr;1;0;1;1;0;0;[0];0;0;0.0;[2, 7, 4];2;7;4.333333333333333;[];[2, 3];[];[1, 0]
10;Dead;Active;u-Ccsr;1;0;1;1;0;0;[0];0;0;0.0;[2, 7, 4];2;7;4.333333333333333;[];[2, 3];[];[1, 0]
11;Dead;Active;u-Ccsr;1;0;1;1;0;0;[0];0;0;0.0;[2, 7, 4];2;7;4.333333333333333;[];[2, 3];[];[1, 0]
12;Dead;Active;u-Ccsr;1;0;1;1;0;0;[0];0;0;0.0;[2, 7, 4];2;7;4.333333333333333;[];[2, 3];[];[1, 0]
13;Dead;Active;u-Ccsr;4;0;1;1;0;0;[2];2;2;2.0;[5, 2];2;5;3.5;[3, 5];[6, 7];[0, 0];[1, 0]
14;Dead;Active;u-Ccsr;4;0;1;1;0;0;[2];2;2;2.0;[5, 2];2;5;3.5;[3, 5];[6, 7];[0, 0];[1, 0]
15;Dead;Active;u-Ccsr;4;0;1;1;0;0;[2];2;2;2.0;[5, 2];2;5;3.5;[3, 5];[6, 7];[0, 0];[1, 0]
16;Dead;Active;u-Ccsr;4;0;1;1;0;0;[2];2;2;2.0;[5, 2];2;5;3.5;[3, 5];[6, 7];[0, 0];[1, 0]
17;Dead;Active;u-Ccsr;4;0;1;1;0;0;[2];2;2;2.0;[5, 2];2;5;3.5;[3, 5];[6, 7];[0, 0];[1, 0]
18;Dead;Active;u-Ccsr;4;0;1;1;0;0;[2];2;2;2.0;[5, 2];2;5;3.5;[3, 5];[6, 7];[0, 0];[1, 0]
19;Dead;Active;u-Ccsr;6;0;1;0;1;0;[3];3;3;3.0;[4];4;4;4.0;[4];[5];[1];[0]
20;Dead;Active;u-Ccsr;6;0;1;0;1;0;[3];3;3;3.0;[4];4;4;4.0;[4];[5];[1];[0]
21;Dead;Active;u-Ccsr;6;0;1;0;1;0;[3];3;3;3.0;[4];4;4;4.0;[4];[5];[1];[0]
22;Dead;Active;u-Ccsr;6;0;1;0;1;0;[3];3;3;3.0;[4];4;4;4.0;[4];[5];[1];[0]
23;Dead;Active;u-Ccsr;6;0;1;0;1;0;[3];3;3;3.0;[4];4;4;4.0;[4];[5];[1];[0]
