,_IM_PROGRAM,_IM_OPERATOR,_IM_SOURCE_PRIMITIVE_ARC,_IM_TARGET_PRIMITIVE_ARC,_IM_DISTANCE_BEGIN_MIN,_IM_DISTANCE_BEGIN_MAX,_IM_DISTANCE_BEGIN_AVG,_IM_DISTANCE_END_MIN,_IM_DISTANCE_END_MAX,_IM_DISTANCE_END_AVG,_IM_COMPLEXITY,_IM_TYPE_STATEMENT,_IM_EQUIVALENT,_IM_MINIMAL,PREDICTED,RESULT
0,checkIt,u-CRCR,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,0,1
1,checkIt,u-CRCR,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,1,0,0
2,checkIt,u-CRCR,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,1,0,0
3,checkIt,u-CRCR,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,1,0,0
4,checkIt,u-CRCR,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,1,0,0
5,checkIt,u-CRCR,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,1,0,0
6,checkIt,u-CRCR,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,1,0,0
7,checkIt,u-CRCR,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,1,0,0
8,checkIt,u-CRCR,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,1,0,0
9,checkIt,u-CRCR,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,1,0,0
10,checkIt,u-CRCR,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,0,1
11,checkIt,u-CRCR,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,1,0,0
12,checkIt,u-CRCR,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,1,0,0
13,checkIt,u-CRCR,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,1,0,0
14,checkIt,u-CRCR,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,1,0,0
15,checkIt,u-OCNG,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,0,1
16,checkIt,u-OLAN,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,1,0,0
17,checkIt,u-OLAN,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,1,0,0
18,checkIt,u-OLAN,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,0,1
19,checkIt,u-OLAN,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,0,1
20,checkIt,u-OLAN,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,0,1
21,checkIt,u-OLAN,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,0,1
22,checkIt,u-OLAN,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,0,1
23,checkIt,u-OLAN,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,1,0,0,1
24,checkIt,u-OLAN,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,0,1
25,checkIt,u-OLAN,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,0,1
26,checkIt,u-OLBN,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,1,0,0,1
27,checkIt,u-OLBN,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,0,1
28,checkIt,u-OLBN,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,1,0,0
29,checkIt,u-OLBN,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,0,1
30,checkIt,u-OLBN,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,1,0,0,1
31,checkIt,u-OLBN,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,0,1
32,checkIt,u-OLLN,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,0,1
33,checkIt,u-OLLN,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,0,1
34,checkIt,u-OLNG,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,1,0
35,checkIt,u-OLNG,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,1,0
36,checkIt,u-OLNG,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,1,0
37,checkIt,u-OLNG,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,1,0
38,checkIt,u-OLNG,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,1,0
39,checkIt,u-OLNG,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,1,0
40,checkIt,u-OLRN,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,0,1
41,checkIt,u-OLRN,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,0,1
42,checkIt,u-OLRN,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,0,1
43,checkIt,u-OLRN,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,0,1
44,checkIt,u-OLRN,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,0,1
45,checkIt,u-OLRN,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,1,0,0
46,checkIt,u-OLRN,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,0,1
47,checkIt,u-OLRN,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,0,1
48,checkIt,u-OLRN,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,0,1
49,checkIt,u-OLRN,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,0,1
50,checkIt,u-OLRN,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,0,1
51,checkIt,u-OLRN,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,0,1
52,checkIt,u-OLSN,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,1,0
53,checkIt,u-OLSN,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,1,0
54,checkIt,u-OLSN,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,1,1,1
55,checkIt,u-OLSN,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,1,0
56,checkIt,u-OODL,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,0,1
57,checkIt,u-OODL,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,1,0,0
58,checkIt,u-OODL,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,1,0,0
59,checkIt,u-OODL,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,1,0,0
60,checkIt,u-SRSR,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Function Call,0,0,1,0
61,checkIt,u-SRSR,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Function Call,0,0,1,0
62,checkIt,u-SRSR,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Function Call,0,0,1,0
63,checkIt,u-SRSR,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Function Call,0,0,1,0
64,checkIt,u-SRSR,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Block,0,0,0,1
65,checkIt,u-SRSR,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Block,0,0,0,1
66,checkIt,u-SSDL,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Function Call,0,0,0,1
67,checkIt,u-SSDL,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Function Call,0,0,0,1
68,checkIt,u-SSDL,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Function Call,0,0,0,1
69,checkIt,u-SSDL,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Function Call,0,0,0,1
70,checkIt,u-SSDL,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Block,0,0,0,1
71,checkIt,u-SSDL,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Block,0,0,0,1
72,checkIt,u-STRI,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,0,1
73,checkIt,u-STRI,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,0,1
74,checkIt,u-STRP,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Function Call,0,0,1,0
75,checkIt,u-STRP,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Function Call,0,0,1,0
76,checkIt,u-STRP,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Function Call,0,0,1,0
77,checkIt,u-STRP,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Function Call,0,0,1,0
78,checkIt,u-STRP,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Block,0,0,0,1
79,checkIt,u-STRP,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Block,0,0,0,1
80,checkIt,u-VDTR,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,0,1
81,checkIt,u-VDTR,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,1,0,0
82,checkIt,u-VDTR,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,0,1
83,checkIt,u-VDTR,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,0,1
84,checkIt,u-VDTR,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,1,0,0
85,checkIt,u-VDTR,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,0,1
86,checkIt,u-VDTR,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,1,0,0
87,checkIt,u-VDTR,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,1,0,0
88,checkIt,u-VDTR,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,1,0,0
89,checkIt,u-VLSR,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,0,1
90,checkIt,u-VLSR,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,0,1
91,checkIt,u-VLSR,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,1,0,0
92,checkIt,u-VLSR,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,1,0,0
93,checkIt,u-VLSR,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,1,0,0
94,checkIt,u-VLSR,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,0,1
95,checkIt,u-VTWD,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,0,1
96,checkIt,u-VTWD,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,0,1
97,checkIt,u-VTWD,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,0,1
98,checkIt,u-VTWD,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,1,0,0
99,checkIt,u-VTWD,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,0,1
100,checkIt,u-VTWD,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,0,1
101,checkIt,u-VVDL,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0,1,0
102,checkIt,u-VVDL,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,1,1,1
103,checkIt,u-VVDL,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,1,1,1
