,_IM_PROGRAM,_IM_OPERATOR,_IM_SOURCE_PRIMITIVE_ARC,_IM_TARGET_PRIMITIVE_ARC,_IM_DISTANCE_BEGIN_MIN,_IM_DISTANCE_BEGIN_MAX,_IM_DISTANCE_BEGIN_AVG,_IM_DISTANCE_END_MIN,_IM_DISTANCE_END_MAX,_IM_DISTANCE_END_AVG,_IM_COMPLEXITY,_IM_TYPE_STATEMENT,_IM_EQUIVALENT,_IM_MINIMAL,PREDICTED,RESULT
0,twoPred,u-Cccr,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.10084033613445377,Assignment,0,0,1,0
1,twoPred,u-Cccr,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.10084033613445377,Assignment,1,0,1,0
2,twoPred,u-Cccr,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.10084033613445377,Assignment,1,0,1,0
3,twoPred,u-Cccr,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.10084033613445377,Assignment,1,0,1,0
4,twoPred,u-Cccr,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.1092436974789916,Assignment,0,0,1,0
5,twoPred,u-Cccr,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.1092436974789916,Assignment,0,0,1,0
6,twoPred,u-Cccr,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.1092436974789916,Assignment,0,0,1,0
7,twoPred,u-Cccr,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.1092436974789916,Assignment,0,0,1,0
8,twoPred,u-Cccr,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0,0,1
9,twoPred,u-Cccr,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0,0,1
10,twoPred,u-Cccr,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0,0,1
11,twoPred,u-Cccr,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0,0,1
12,twoPred,u-Cccr,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Return,0,0,0,1
13,twoPred,u-Cccr,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Return,0,0,0,1
14,twoPred,u-Cccr,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Return,0,0,0,1
15,twoPred,u-Cccr,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Return,0,0,0,1
16,twoPred,u-Cccr,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Return,0,0,0,1
17,twoPred,u-Cccr,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Return,0,0,0,1
18,twoPred,u-Cccr,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Return,0,0,0,1
19,twoPred,u-Cccr,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Return,0,0,0,1
20,twoPred,u-CCDL,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0,0,1
21,twoPred,u-Ccsr,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.4957983193277311,If,0,0,1,0
22,twoPred,u-Ccsr,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.4957983193277311,If,0,0,1,0
23,twoPred,u-Ccsr,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.4957983193277311,If,0,0,1,0
24,twoPred,u-Ccsr,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.4957983193277311,If,0,0,1,0
25,twoPred,u-Ccsr,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.4957983193277311,If,0,0,1,0
26,twoPred,u-Ccsr,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.4957983193277311,If,0,1,1,1
27,twoPred,u-Ccsr,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.4957983193277311,If,0,0,1,0
28,twoPred,u-Ccsr,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.4957983193277311,If,0,0,1,0
29,twoPred,u-Ccsr,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.4957983193277311,If,0,0,1,0
30,twoPred,u-Ccsr,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.4957983193277311,If,0,0,1,0
31,twoPred,u-Ccsr,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0,0,1
32,twoPred,u-Ccsr,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0,0,1
33,twoPred,u-Ccsr,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0,0,1
34,twoPred,u-Ccsr,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0,0,1
35,twoPred,u-Ccsr,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0,0,1
