,ProgramName,Column,Classifier,Accuracy,Precision,Recall,F1
0,power,MINIMAL,LR,75.28089887640449,3.278688524590164,22.22222222222222,5.714285714285714
0,power,MINIMAL,DT,79.7752808988764,0.0,0.0,
0,power,MINIMAL,GNB,83.89513108614233,0.0,0.0,
0,LRS,MINIMAL,SVM,80.43981481481481,37.278106508875744,50.0,42.71186440677966
0,LRS,MINIMAL,GNB,42.36111111111111,17.93103448275862,82.53968253968253,29.461756373937682
0,LRS,MINIMAL,LR,76.85185185185185,19.672131147540984,19.047619047619047,19.35483870967742
0,LRS,MINIMAL,LDA,68.51851851851852,11.979166666666668,18.253968253968253,14.46540880503145
0,LRS,MINIMAL,KNN,61.22685185185185,7.6923076923076925,15.079365079365079,10.187667560321717
0,LRS,MINIMAL,DT,78.81944444444444,9.859154929577464,5.555555555555555,7.106598984771573
0,LRS,MINIMAL,RF,73.95833333333334,5.405405405405405,4.761904761904762,5.063291139240507
0,twoPred,MINIMAL,RF,78.36734693877551,17.543859649122805,62.5,27.397260273972602
0,twoPred,MINIMAL,LR,73.46938775510205,15.492957746478872,68.75,25.287356321839077
0,twoPred,MINIMAL,GNB,37.95918367346939,8.024691358024691,81.25,14.606741573033707
0,twoPred,MINIMAL,LDA,66.53061224489795,8.75,43.75,14.583333333333332
0,twoPred,MINIMAL,KNN,26.53061224489796,7.731958762886598,93.75,14.285714285714288
0,twoPred,MINIMAL,DT,91.83673469387756,0.0,0.0,
0,twoPred,MINIMAL,SVM,87.75510204081633,0.0,0.0,
0,lastZero,MINIMAL,KNN,87.20930232558139,11.76470588235294,22.22222222222222,15.384615384615383
0,lastZero,MINIMAL,LDA,76.74418604651163,8.108108108108109,33.33333333333333,13.043478260869568
0,lastZero,MINIMAL,DT,88.95348837209302,8.333333333333332,11.11111111111111,9.523809523809526
0,lastZero,MINIMAL,GNB,53.48837209302325,5.063291139240507,44.44444444444444,9.09090909090909
0,lastZero,MINIMAL,LR,69.18604651162791,4.166666666666666,22.22222222222222,7.017543859649122
0,lastZero,MINIMAL,RF,91.86046511627907,0.0,0.0,
0,lastZero,MINIMAL,SVM,92.44186046511628,0.0,0.0,
0,date-plus,MINIMAL,KNN,70.3027789299046,13.059701492537313,21.875,16.355140186915886
0,date-plus,MINIMAL,DT,69.51472418083783,10.476190476190476,17.1875,13.017751479289942
0,date-plus,MINIMAL,GNB,69.97096640398175,10.079051383399209,15.937499999999998,12.348668280871667
0,date-plus,MINIMAL,RF,85.52467855661551,24.561403508771928,4.375,7.427055702917771
0,date-plus,MINIMAL,LDA,85.98092077975944,12.5,0.9375,1.744186046511628
0,date-plus,MINIMAL,SVM,86.72749896308586,,0.0,
0,date-plus,MINIMAL,LR,86.395686437163,0.0,0.0,
0,countPositive,MINIMAL,GNB,70.66666666666667,5.0,25.0,8.333333333333334
0,countPositive,MINIMAL,LDA,67.33333333333333,2.3255813953488373,12.5,3.921568627450981
0,countPositive,MINIMAL,KNN,54.666666666666664,1.6129032258064515,12.5,2.857142857142857
0,countPositive,MINIMAL,DT,94.66666666666667,,0.0,
0,countPositive,MINIMAL,RF,94.66666666666667,,0.0,
0,countPositive,MINIMAL,SVM,94.66666666666667,,0.0,
0,countPositive,MINIMAL,LR,59.333333333333336,0.0,0.0,
0,DigitReverser,MINIMAL,DT,96.76767676767678,9.090909090909092,14.285714285714285,11.11111111111111
0,DigitReverser,MINIMAL,LDA,82.02020202020202,3.4090909090909087,42.857142857142854,6.31578947368421
0,DigitReverser,MINIMAL,KNN,81.01010101010101,2.197802197802198,28.57142857142857,4.0816326530612255
0,DigitReverser,MINIMAL,GNB,60.4040404040404,1.5384615384615385,42.857142857142854,2.9702970297029707
0,DigitReverser,MINIMAL,LR,83.03030303030303,1.2658227848101267,14.285714285714285,2.3255813953488373
0,DigitReverser,MINIMAL,RF,98.58585858585859,,0.0,
0,DigitReverser,MINIMAL,SVM,98.58585858585859,,0.0,
0,oddOrPos,MINIMAL,GNB,42.22222222222222,3.2710280373831773,87.5,6.306306306306306
0,oddOrPos,MINIMAL,KNN,84.44444444444444,2.0,12.5,3.448275862068966
0,oddOrPos,MINIMAL,DT,83.05555555555556,1.8181818181818181,12.5,3.1746031746031744
0,oddOrPos,MINIMAL,RF,97.5,0.0,0.0,
0,oddOrPos,MINIMAL,SVM,97.5,0.0,0.0,
0,oddOrPos,MINIMAL,LDA,84.16666666666667,0.0,0.0,
0,oddOrPos,MINIMAL,LR,81.11111111111111,0.0,0.0,
0,quicksort,MINIMAL,DT,90.73170731707317,3.3707865168539324,25.0,5.940594059405941
0,quicksort,MINIMAL,LR,89.07317073170732,2.8301886792452833,25.0,5.084745762711865
0,quicksort,MINIMAL,LDA,88.58536585365854,2.7027027027027026,25.0,4.878048780487805
0,quicksort,MINIMAL,GNB,34.34146341463415,0.8915304606240713,50.0,1.7518248175182483
0,quicksort,MINIMAL,KNN,93.5609756097561,0.0,0.0,
0,quicksort,MINIMAL,RF,98.53658536585365,0.0,0.0,
0,quicksort,MINIMAL,SVM,93.5609756097561,0.0,0.0,
0,testPad,MINIMAL,KNN,50.318471337579616,9.6875,57.407407407407405,16.577540106951872
0,testPad,MINIMAL,GNB,45.70063694267516,8.645533141210375,55.55555555555556,14.96259351620948
0,testPad,MINIMAL,SVM,53.98089171974523,6.95970695970696,35.18518518518518,11.62079510703364
0,testPad,MINIMAL,LDA,76.75159235668791,8.181818181818182,16.666666666666664,10.975609756097562
0,testPad,MINIMAL,DT,79.77707006369427,6.024096385542169,9.25925925925926,7.2992700729927
0,testPad,MINIMAL,LR,81.84713375796179,5.88235294117647,7.4074074074074066,6.557377049180327
0,testPad,MINIMAL,RF,91.40127388535032,,0.0,
0,cal,MINIMAL,DT,75.84269662921348,37.10691823899371,88.7218045112782,52.32815964523281
0,cal,MINIMAL,SVM,78.65168539325843,29.1970802919708,30.075187969924812,29.629629629629626
0,cal,MINIMAL,KNN,81.01123595505618,32.0,24.06015037593985,27.467811158798277
0,cal,MINIMAL,GNB,38.651685393258425,16.53160453808752,76.69172932330827,27.200000000000003
0,cal,MINIMAL,LDA,60.561797752808985,16.149068322981368,39.097744360902254,22.857142857142858
0,cal,MINIMAL,LR,79.5505617977528,16.43835616438356,9.022556390977442,11.650485436893204
0,cal,MINIMAL,RF,77.64044943820225,9.75609756097561,6.015037593984962,7.441860465116279
0,MergeSort,MINIMAL,DT,90.5050505050505,5.405405405405405,14.285714285714285,7.8431372549019605
0,MergeSort,MINIMAL,KNN,71.41414141414143,3.9711191335740073,39.285714285714285,7.213114754098362
0,MergeSort,MINIMAL,LR,54.141414141414145,2.666666666666667,42.857142857142854,5.02092050209205
0,MergeSort,MINIMAL,GNB,52.72727272727272,2.1739130434782608,35.714285714285715,4.098360655737705
0,MergeSort,MINIMAL,LDA,62.02020202020202,2.197802197802198,28.57142857142857,4.0816326530612255
0,MergeSort,MINIMAL,SVM,52.323232323232325,0.8849557522123894,14.285714285714285,1.6666666666666663
0,MergeSort,MINIMAL,RF,88.08080808080808,0.0,0.0,
0,RecursiveSelectionSort,MINIMAL,SVM,81.94945848375451,8.653846153846153,64.28571428571429,15.254237288135592
0,RecursiveSelectionSort,MINIMAL,DT,92.4187725631769,8.823529411764707,21.428571428571427,12.5
0,RecursiveSelectionSort,MINIMAL,LR,72.92418772563177,4.666666666666667,50.0,8.536585365853659
0,RecursiveSelectionSort,MINIMAL,LDA,65.88447653429603,2.185792349726776,28.57142857142857,4.060913705583756
0,RecursiveSelectionSort,MINIMAL,GNB,42.7797833935018,1.9047619047619049,42.857142857142854,3.6474164133738607
0,RecursiveSelectionSort,MINIMAL,KNN,70.03610108303249,1.282051282051282,14.285714285714285,2.352941176470588
0,RecursiveSelectionSort,MINIMAL,RF,97.11191335740072,0.0,0.0,
0,findVal,MINIMAL,LDA,71.42857142857143,5.88235294117647,33.33333333333333,10.0
0,findVal,MINIMAL,LR,67.72486772486772,3.571428571428571,22.22222222222222,6.153846153846154
0,findVal,MINIMAL,GNB,65.07936507936508,3.278688524590164,22.22222222222222,5.714285714285714
0,findVal,MINIMAL,KNN,92.5925925925926,0.0,0.0,
0,findVal,MINIMAL,DT,95.23809523809523,,0.0,
0,findVal,MINIMAL,RF,89.41798941798942,0.0,0.0,
0,findVal,MINIMAL,SVM,95.23809523809523,,0.0,
0,Heap,MINIMAL,GNB,53.333333333333336,2.771362586605081,48.0,5.240174672489083
0,Heap,MINIMAL,RF,79.46236559139786,2.840909090909091,20.0,4.975124378109452
0,Heap,MINIMAL,DT,70.75268817204301,2.681992337164751,28.000000000000004,4.895104895104895
0,Heap,MINIMAL,LDA,66.88172043010752,2.356902356902357,28.000000000000004,4.3478260869565215
0,Heap,MINIMAL,SVM,80.75268817204301,2.4691358024691357,16.0,4.27807486631016
0,Heap,MINIMAL,LR,70.75268817204301,1.9455252918287937,20.0,3.546099290780142
0,Heap,MINIMAL,KNN,75.6989247311828,1.9138755980861244,16.0,3.418803418803419
0,UnixCal,MINIMAL,RF,87.49484960857025,28.522920203735147,47.45762711864407,35.63096500530223
0,UnixCal,MINIMAL,LR,67.05809641532755,18.02773497688752,99.15254237288136,30.508474576271183
0,UnixCal,MINIMAL,LDA,57.12814173877214,14.362360709863806,98.30508474576271,25.063017644940583
0,UnixCal,MINIMAL,GNB,30.51091882983107,7.987753966045087,81.07344632768361,14.542690651127439
0,UnixCal,MINIMAL,DT,67.01689328388957,1.3270882123341141,4.80225988700565,2.079510703363914
0,UnixCal,MINIMAL,KNN,65.53358055212196,0.599250936329588,2.2598870056497176,0.9473060982830078
0,UnixCal,MINIMAL,SVM,72.04367531932428,0.4935834155972359,1.4124293785310735,0.7315288953913679
0,CheckPalindrome,MINIMAL,RF,92.12121212121212,50.0,15.384615384615385,23.52941176470588
0,CheckPalindrome,MINIMAL,GNB,67.27272727272727,11.320754716981133,46.15384615384615,18.181818181818183
0,CheckPalindrome,MINIMAL,LDA,87.27272727272727,10.0,7.6923076923076925,8.695652173913043
0,CheckPalindrome,MINIMAL,LR,87.27272727272727,10.0,7.6923076923076925,8.695652173913043
0,CheckPalindrome,MINIMAL,KNN,84.84848484848484,7.142857142857142,7.6923076923076925,7.407407407407408
0,CheckPalindrome,MINIMAL,DT,90.9090909090909,0.0,0.0,
0,CheckPalindrome,MINIMAL,SVM,92.12121212121212,,0.0,
0,InversePermutation,MINIMAL,LDA,58.608695652173914,9.67741935483871,63.1578947368421,16.78321678321678
0,InversePermutation,MINIMAL,LR,63.82608695652174,8.333333333333332,44.73684210526316,14.049586776859504
0,InversePermutation,MINIMAL,KNN,50.78260869565218,7.903780068728522,60.526315789473685,13.98176291793313
0,InversePermutation,MINIMAL,SVM,53.21739130434783,7.380073800738007,52.63157894736842,12.944983818770226
0,InversePermutation,MINIMAL,GNB,29.217391304347828,6.993006993006993,78.94736842105263,12.847965738758033
0,InversePermutation,MINIMAL,DT,84.0,1.7857142857142856,2.631578947368421,2.127659574468085
0,InversePermutation,MINIMAL,RF,92.8695652173913,0.0,0.0,
0,printPrimes,MINIMAL,RF,73.52941176470588,10.849056603773585,100.0,19.574468085106385
0,printPrimes,MINIMAL,DT,60.364145658263304,7.236842105263158,95.65217391304348,13.455657492354739
0,printPrimes,MINIMAL,KNN,49.299719887955185,5.974025974025974,100.0,11.27450980392157
0,printPrimes,MINIMAL,GNB,34.87394957983193,3.1779661016949152,65.21739130434783,6.06060606060606
0,printPrimes,MINIMAL,LR,56.30252100840336,2.9315960912052117,39.130434782608695,5.454545454545454
0,printPrimes,MINIMAL,LDA,51.820728291316534,2.0895522388059704,30.434782608695656,3.910614525139665
0,printPrimes,MINIMAL,SVM,77.59103641456583,0.0,0.0,
