,_IM_PROGRAM,_IM_OPERATOR,_IM_SOURCE_PRIMITIVE_ARC,_IM_TARGET_PRIMITIVE_ARC,_IM_DISTANCE_BEGIN_MIN,_IM_DISTANCE_BEGIN_MAX,_IM_DISTANCE_BEGIN_AVG,_IM_DISTANCE_END_MIN,_IM_DISTANCE_END_MAX,_IM_DISTANCE_END_AVG,_IM_COMPLEXITY,_IM_TYPE_STATEMENT,_IM_MINIMAL,_IM_EQUIVALENT,PREDICTED,RESULT
0,InversePermutation,u-Cccr,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
1,InversePermutation,u-Cccr,0,1,3,3,3.0,5,8,6.5,0.2232558139534884,Assignment,1,0,0,1
2,InversePermutation,u-Cccr,0,0,2,2,2.0,5,8,7.0,0.06976744186046513,For,0,1,1,1
3,InversePermutation,u-Cccr,0,0,4,4,4.0,3,6,4.5,0.06976744186046513,For,0,0,1,0
4,InversePermutation,u-CCDL,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
5,InversePermutation,u-Ccsr,0,0,1,1,1.0,3,10,7.333333333333332,0.21395348837209305,For,0,0,1,0
6,InversePermutation,u-Ccsr,0,0,1,1,1.0,3,10,7.333333333333332,0.21395348837209305,For,0,0,1,0
7,InversePermutation,u-Ccsr,0,0,1,1,1.0,3,10,7.333333333333332,0.21395348837209305,For,0,0,1,0
8,InversePermutation,u-Ccsr,0,0,1,1,1.0,3,10,7.333333333333332,0.21395348837209305,For,0,0,1,0
9,InversePermutation,u-Ccsr,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
10,InversePermutation,u-Ccsr,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
11,InversePermutation,u-Ccsr,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
12,InversePermutation,u-Ccsr,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
13,InversePermutation,u-Ccsr,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,1,0,0,1
14,InversePermutation,u-Ccsr,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
15,InversePermutation,u-Ccsr,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
16,InversePermutation,u-Ccsr,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
17,InversePermutation,u-Ccsr,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
18,InversePermutation,u-Ccsr,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
19,InversePermutation,u-Ccsr,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
20,InversePermutation,u-Ccsr,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
21,InversePermutation,u-Ccsr,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
22,InversePermutation,u-Ccsr,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
23,InversePermutation,u-Ccsr,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,1,0,0,1
24,InversePermutation,u-Ccsr,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
25,InversePermutation,u-Ccsr,0,1,3,3,3.0,5,8,6.5,0.2232558139534884,Assignment,1,0,0,1
26,InversePermutation,u-Ccsr,0,1,3,3,3.0,5,8,6.5,0.2232558139534884,Assignment,0,0,1,0
27,InversePermutation,u-Ccsr,0,1,3,3,3.0,5,8,6.5,0.2232558139534884,Assignment,0,0,1,0
28,InversePermutation,u-Ccsr,0,1,3,3,3.0,5,8,6.5,0.2232558139534884,Assignment,0,0,1,0
29,InversePermutation,u-Ccsr,1,0,3,3,3.0,4,7,6.0,0.21395348837209305,For,0,0,1,0
30,InversePermutation,u-Ccsr,1,0,3,3,3.0,4,7,6.0,0.21395348837209305,For,0,0,1,0
31,InversePermutation,u-Ccsr,1,0,3,3,3.0,4,7,6.0,0.21395348837209305,For,0,0,1,0
32,InversePermutation,u-Ccsr,1,0,3,3,3.0,4,7,6.0,0.21395348837209305,For,0,0,1,0
33,InversePermutation,u-Ccsr,0,1,4,4,4.0,6,6,6.0,0.2744186046511628,Assignment,0,0,1,0
34,InversePermutation,u-Ccsr,0,1,4,4,4.0,6,6,6.0,0.2744186046511628,Assignment,0,0,1,0
35,InversePermutation,u-Ccsr,0,1,4,4,4.0,6,6,6.0,0.2744186046511628,Assignment,0,0,1,0
36,InversePermutation,u-Ccsr,0,1,4,4,4.0,6,6,6.0,0.2744186046511628,Assignment,0,0,1,0
37,InversePermutation,u-Ccsr,0,1,4,4,4.0,6,6,6.0,0.2744186046511628,Assignment,0,0,1,0
38,InversePermutation,u-Ccsr,0,1,4,4,4.0,6,6,6.0,0.2744186046511628,Assignment,0,0,1,0
39,InversePermutation,u-Ccsr,1,0,5,5,5.0,2,5,3.5,0.21395348837209305,For,0,0,1,0
40,InversePermutation,u-Ccsr,1,0,5,5,5.0,2,5,3.5,0.21395348837209305,For,0,0,1,0
41,InversePermutation,u-Ccsr,1,0,5,5,5.0,2,5,3.5,0.21395348837209305,For,0,0,1,0
42,InversePermutation,u-Ccsr,1,0,5,5,5.0,2,5,3.5,0.21395348837209305,For,0,0,1,0
43,InversePermutation,u-Ccsr,0,1,6,6,6.0,4,4,4.0,0.14418604651162792,Function Call,0,0,1,0
44,InversePermutation,u-Ccsr,0,1,6,6,6.0,4,4,4.0,0.14418604651162792,Function Call,0,0,1,0
45,InversePermutation,u-Ccsr,0,1,6,6,6.0,4,4,4.0,0.14418604651162792,Function Call,0,0,1,0
46,InversePermutation,u-Ccsr,0,1,6,6,6.0,4,4,4.0,0.14418604651162792,Function Call,0,0,1,0
47,InversePermutation,u-CRCR,0,0,1,1,1.0,3,10,7.333333333333332,0.21395348837209305,For,0,0,1,0
48,InversePermutation,u-CRCR,0,0,1,1,1.0,3,10,7.333333333333332,0.21395348837209305,For,0,0,1,0
49,InversePermutation,u-CRCR,0,0,1,1,1.0,3,10,7.333333333333332,0.21395348837209305,For,0,0,1,0
50,InversePermutation,u-CRCR,0,0,1,1,1.0,3,10,7.333333333333332,0.21395348837209305,For,0,0,1,0
51,InversePermutation,u-CRCR,0,0,1,1,1.0,3,10,7.333333333333332,0.21395348837209305,For,0,0,1,0
52,InversePermutation,u-CRCR,0,0,1,1,1.0,3,10,7.333333333333332,0.21395348837209305,For,0,0,1,0
53,InversePermutation,u-CRCR,0,0,1,1,1.0,3,10,7.333333333333332,0.21395348837209305,For,0,0,1,0
54,InversePermutation,u-CRCR,0,0,1,1,1.0,3,10,7.333333333333332,0.21395348837209305,For,0,0,1,0
55,InversePermutation,u-CRCR,0,0,1,1,1.0,3,10,7.333333333333332,0.21395348837209305,For,0,0,1,0
56,InversePermutation,u-CRCR,0,0,1,1,1.0,3,10,7.333333333333332,0.21395348837209305,For,0,0,1,0
57,InversePermutation,u-CRCR,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
58,InversePermutation,u-CRCR,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
59,InversePermutation,u-CRCR,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
60,InversePermutation,u-CRCR,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
61,InversePermutation,u-CRCR,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
62,InversePermutation,u-CRCR,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
63,InversePermutation,u-CRCR,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
64,InversePermutation,u-CRCR,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
65,InversePermutation,u-CRCR,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
66,InversePermutation,u-CRCR,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
67,InversePermutation,u-CRCR,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,1,0,0,1
68,InversePermutation,u-CRCR,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
69,InversePermutation,u-CRCR,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
70,InversePermutation,u-CRCR,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
71,InversePermutation,u-CRCR,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
72,InversePermutation,u-CRCR,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
73,InversePermutation,u-CRCR,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
74,InversePermutation,u-CRCR,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
75,InversePermutation,u-CRCR,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
76,InversePermutation,u-CRCR,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
77,InversePermutation,u-CRCR,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
78,InversePermutation,u-CRCR,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
79,InversePermutation,u-CRCR,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
80,InversePermutation,u-CRCR,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
81,InversePermutation,u-CRCR,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
82,InversePermutation,u-CRCR,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
83,InversePermutation,u-CRCR,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
84,InversePermutation,u-CRCR,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
85,InversePermutation,u-CRCR,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
86,InversePermutation,u-CRCR,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
87,InversePermutation,u-CRCR,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
88,InversePermutation,u-CRCR,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
89,InversePermutation,u-CRCR,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,1,0,0,1
90,InversePermutation,u-CRCR,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
91,InversePermutation,u-CRCR,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
92,InversePermutation,u-CRCR,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,1,0,0,1
93,InversePermutation,u-CRCR,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
94,InversePermutation,u-CRCR,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
95,InversePermutation,u-CRCR,1,0,2,2,2.0,2,9,5.666666666666668,1.0,If,0,0,1,0
