,_IM_PROGRAM,_IM_OPERATOR,_IM_SOURCE_PRIMITIVE_ARC,_IM_TARGET_PRIMITIVE_ARC,_IM_DISTANCE_BEGIN_MIN,_IM_DISTANCE_BEGIN_MAX,_IM_DISTANCE_BEGIN_AVG,_IM_DISTANCE_END_MIN,_IM_DISTANCE_END_MAX,_IM_DISTANCE_END_AVG,_IM_COMPLEXITY,_IM_TYPE_STATEMENT,_IM_MINIMAL,_IM_EQUIVALENT,PREDICTED,RESULT
0,oddOrPos,u-Cccr,0,0,0,0,0.0,2,7,5.0,0.06640625,For,0,0,0,1
1,oddOrPos,u-Cccr,1,0,2,2,2.0,4,5,4.5,1.0,If,0,0,0,1
2,oddOrPos,u-Cccr,1,0,2,2,2.0,4,5,4.5,1.0,If,0,1,0,0
3,oddOrPos,u-Cccr,1,0,2,2,2.0,4,5,4.5,1.0,If,0,0,0,1
4,oddOrPos,u-Cccr,1,0,2,2,2.0,4,5,4.5,1.0,If,0,1,0,0
5,oddOrPos,u-Cccr,1,0,2,2,2.0,4,5,4.5,1.0,If,0,0,0,1
6,oddOrPos,u-Cccr,1,0,2,2,2.0,4,5,4.5,1.0,If,0,0,0,1
7,oddOrPos,u-Cccr,1,0,2,2,2.0,4,5,4.5,1.0,If,0,0,0,1
8,oddOrPos,u-Cccr,1,0,2,2,2.0,4,5,4.5,1.0,If,0,0,0,1
9,oddOrPos,u-Cccr,1,0,2,2,2.0,4,5,4.5,1.0,If,0,0,0,1
10,oddOrPos,u-Cccr,1,0,2,2,2.0,4,5,4.5,1.0,If,0,1,0,0
11,oddOrPos,u-CCDL,1,0,2,2,2.0,4,5,4.5,1.0,If,0,1,0,0
12,oddOrPos,u-CCDL,1,0,2,2,2.0,4,5,4.5,1.0,If,0,1,0,0
13,oddOrPos,u-CCDL,1,0,2,2,2.0,4,5,4.5,1.0,If,0,0,0,1
14,oddOrPos,u-CCDL,1,0,2,2,2.0,4,5,4.5,1.0,If,0,0,0,1
15,oddOrPos,u-Ccsr,0,0,1,1,1.0,1,6,4.0,0.19140625,For,0,0,0,1
16,oddOrPos,u-Ccsr,0,0,1,1,1.0,1,6,4.0,0.19140625,For,0,0,0,1
17,oddOrPos,u-Ccsr,0,0,1,1,1.0,1,6,4.0,0.19140625,For,0,0,0,1
18,oddOrPos,u-Ccsr,0,0,1,1,1.0,1,6,4.0,0.19140625,For,0,0,0,1
19,oddOrPos,u-Ccsr,0,0,1,1,1.0,1,6,4.0,0.19140625,For,0,0,0,1
20,oddOrPos,u-Ccsr,0,0,1,1,1.0,1,6,4.0,0.19140625,For,0,0,0,1
21,oddOrPos,u-Ccsr,1,0,2,2,2.0,4,5,4.5,1.0,If,1,0,0,1
22,oddOrPos,u-Ccsr,1,0,2,2,2.0,4,5,4.5,1.0,If,1,0,0,1
23,oddOrPos,u-Ccsr,1,0,2,2,2.0,4,5,4.5,1.0,If,0,0,0,1
24,oddOrPos,u-Ccsr,1,0,2,2,2.0,4,5,4.5,1.0,If,0,1,0,0
25,oddOrPos,u-Ccsr,1,0,2,2,2.0,4,5,4.5,1.0,If,0,1,0,0
26,oddOrPos,u-Ccsr,1,0,2,2,2.0,4,5,4.5,1.0,If,0,0,0,1
27,oddOrPos,u-Ccsr,1,0,2,2,2.0,4,5,4.5,1.0,If,0,0,0,1
28,oddOrPos,u-Ccsr,1,0,2,2,2.0,4,5,4.5,1.0,If,0,0,0,1
29,oddOrPos,u-Ccsr,1,0,2,2,2.0,4,5,4.5,1.0,If,0,0,0,1
30,oddOrPos,u-Ccsr,1,0,2,2,2.0,4,5,4.5,1.0,If,0,0,0,1
31,oddOrPos,u-Ccsr,1,0,2,2,2.0,4,5,4.5,1.0,If,0,0,0,1
32,oddOrPos,u-Ccsr,1,0,2,2,2.0,4,5,4.5,1.0,If,0,0,0,1
33,oddOrPos,u-Ccsr,1,0,2,2,2.0,4,5,4.5,1.0,If,0,0,0,1
34,oddOrPos,u-Ccsr,1,0,2,2,2.0,4,5,4.5,1.0,If,0,0,0,1
35,oddOrPos,u-Ccsr,1,0,2,2,2.0,4,5,4.5,1.0,If,0,0,0,1
36,oddOrPos,u-Ccsr,1,0,2,2,2.0,4,5,4.5,1.0,If,0,0,0,1
37,oddOrPos,u-Ccsr,1,0,2,2,2.0,4,5,4.5,1.0,If,0,0,0,1
38,oddOrPos,u-Ccsr,1,0,2,2,2.0,4,5,4.5,1.0,If,0,0,0,1
39,oddOrPos,u-Ccsr,0,0,2,2,2.0,0,0,0.0,0.0546875,Return,0,0,0,1
40,oddOrPos,u-Ccsr,0,0,2,2,2.0,0,0,0.0,0.0546875,Return,0,0,0,1
41,oddOrPos,u-Ccsr,0,0,2,2,2.0,0,0,0.0,0.0546875,Return,0,0,0,1
42,oddOrPos,u-CRCR,0,0,1,1,1.0,1,6,4.0,0.19140625,For,0,0,0,1
43,oddOrPos,u-CRCR,0,0,1,1,1.0,1,6,4.0,0.19140625,For,0,0,0,1
44,oddOrPos,u-CRCR,0,0,1,1,1.0,1,6,4.0,0.19140625,For,0,0,0,1
45,oddOrPos,u-CRCR,0,0,1,1,1.0,1,6,4.0,0.19140625,For,0,0,0,1
46,oddOrPos,u-CRCR,0,0,1,1,1.0,1,6,4.0,0.19140625,For,0,0,0,1
47,oddOrPos,u-CRCR,0,0,1,1,1.0,1,6,4.0,0.19140625,For,0,0,0,1
48,oddOrPos,u-CRCR,0,0,1,1,1.0,1,6,4.0,0.19140625,For,0,0,0,1
49,oddOrPos,u-CRCR,0,0,1,1,1.0,1,6,4.0,0.19140625,For,0,0,0,1
50,oddOrPos,u-CRCR,0,0,1,1,1.0,1,6,4.0,0.19140625,For,0,0,0,1
51,oddOrPos,u-CRCR,0,0,1,1,1.0,1,6,4.0,0.19140625,For,0,0,0,1
52,oddOrPos,u-CRCR,1,0,2,2,2.0,4,5,4.5,1.0,If,1,0,0,1
53,oddOrPos,u-CRCR,1,0,2,2,2.0,4,5,4.5,1.0,If,0,0,0,1
54,oddOrPos,u-CRCR,1,0,2,2,2.0,4,5,4.5,1.0,If,0,1,0,0
55,oddOrPos,u-CRCR,1,0,2,2,2.0,4,5,4.5,1.0,If,0,0,0,1
56,oddOrPos,u-CRCR,1,0,2,2,2.0,4,5,4.5,1.0,If,0,0,0,1
57,oddOrPos,u-CRCR,1,0,2,2,2.0,4,5,4.5,1.0,If,0,1,0,0
58,oddOrPos,u-CRCR,1,0,2,2,2.0,4,5,4.5,1.0,If,0,0,0,1
59,oddOrPos,u-CRCR,1,0,2,2,2.0,4,5,4.5,1.0,If,0,1,0,0
60,oddOrPos,u-CRCR,1,0,2,2,2.0,4,5,4.5,1.0,If,0,0,0,1
61,oddOrPos,u-CRCR,1,0,2,2,2.0,4,5,4.5,1.0,If,0,1,0,0
62,oddOrPos,u-CRCR,1,0,2,2,2.0,4,5,4.5,1.0,If,0,0,0,1
63,oddOrPos,u-CRCR,1,0,2,2,2.0,4,5,4.5,1.0,If,0,0,0,1
64,oddOrPos,u-CRCR,1,0,2,2,2.0,4,5,4.5,1.0,If,0,0,0,1
65,oddOrPos,u-CRCR,1,0,2,2,2.0,4,5,4.5,1.0,If,0,0,0,1
