_IM_PROGRAM,_IM_OPERATOR,_IM_SOURCE_PRIMITIVE_ARC,_IM_TARGET_PRIMITIVE_ARC,_IM_DISTANCE_BEGIN_MIN,_IM_DISTANCE_BEGIN_MAX,_IM_DISTANCE_BEGIN_AVG,_IM_DISTANCE_END_MIN,_IM_DISTANCE_END_MAX,_IM_DISTANCE_END_AVG,_IM_COMPLEXITY,_IM_TYPE_STATEMENT,_IM_MINIMAL,_IM_EQUIVALENT
LRS,u-Cccr,0,0,0.0,0.0,0.0,0.2857142857142857,1.0,1.0,0.19101123595505617,For,0,0
LRS,u-Cccr,0,0,0.16666666666666666,0.14285714285714285,0.15384615384615385,0.14285714285714285,0.9166666666666666,0.8863636363636362,0.5168539325842697,For,0,1
LRS,u-Cccr,0,0,0.3333333333333333,0.2857142857142857,0.3076923076923077,0.7142857142857143,0.8333333333333334,0.9659090909090908,0.5842696629213483,For,0,1
LRS,u-Cccr,1,0,0.6666666666666666,0.5714285714285714,0.6153846153846154,1.0,0.6666666666666666,0.8522727272727272,0.0,If,0,1
LRS,u-CCDL,0,0,0.16666666666666666,0.14285714285714285,0.15384615384615385,0.14285714285714285,0.9166666666666666,0.8863636363636362,0.5168539325842697,For,0,1
LRS,u-CCDL,0,0,0.3333333333333333,0.2857142857142857,0.3076923076923077,0.7142857142857143,0.8333333333333334,0.9659090909090908,0.5842696629213483,For,0,1
LRS,u-CCDL,1,0,0.6666666666666666,0.5714285714285714,0.6153846153846154,1.0,0.6666666666666666,0.8522727272727272,0.0,If,0,0
LRS,u-Ccsr,0,0,0.16666666666666666,0.14285714285714285,0.15384615384615385,0.14285714285714285,0.9166666666666666,0.8863636363636362,0.5168539325842697,For,0,0
LRS,u-Ccsr,0,0,0.16666666666666666,0.14285714285714285,0.15384615384615385,0.14285714285714285,0.9166666666666666,0.8863636363636362,0.5168539325842697,For,0,0
LRS,u-Ccsr,0,0,0.16666666666666666,0.14285714285714285,0.15384615384615385,0.14285714285714285,0.9166666666666666,0.8863636363636362,0.5168539325842697,For,1,0
LRS,u-Ccsr,0,0,0.16666666666666666,0.14285714285714285,0.15384615384615385,0.14285714285714285,0.9166666666666666,0.8863636363636362,0.5168539325842697,For,1,0
LRS,u-Ccsr,0,0,0.3333333333333333,0.2857142857142857,0.3076923076923077,0.7142857142857143,0.8333333333333334,0.9659090909090908,0.5842696629213483,For,1,0
LRS,u-Ccsr,0,0,0.3333333333333333,0.2857142857142857,0.3076923076923077,0.7142857142857143,0.8333333333333334,0.9659090909090908,0.5842696629213483,For,0,0
LRS,u-Ccsr,0,0,0.5,0.42857142857142855,0.46153846153846156,0.5714285714285714,0.75,0.8522727272727272,0.34831460674157305,For,0,0
LRS,u-Ccsr,0,0,0.5,0.42857142857142855,0.46153846153846156,0.5714285714285714,0.75,0.8522727272727272,0.34831460674157305,For,0,0
LRS,u-Ccsr,0,0,0.5,0.42857142857142855,0.46153846153846156,0.5714285714285714,0.75,0.8522727272727272,0.34831460674157305,For,1,0
LRS,u-Ccsr,0,0,0.5,0.42857142857142855,0.46153846153846156,0.5714285714285714,0.75,0.8522727272727272,0.34831460674157305,For,1,0
LRS,u-Ccsr,1,0,0.6666666666666666,0.5714285714285714,0.6153846153846154,1.0,0.6666666666666666,0.8522727272727272,0.0,If,1,0
LRS,u-Ccsr,1,0,0.6666666666666666,0.5714285714285714,0.6153846153846154,1.0,0.6666666666666666,0.8522727272727272,0.0,If,1,0
LRS,u-Ccsr,1,0,0.6666666666666666,0.5714285714285714,0.6153846153846154,1.0,0.6666666666666666,0.8522727272727272,0.0,If,0,0
LRS,u-Ccsr,1,0,0.6666666666666666,0.5714285714285714,0.6153846153846154,1.0,0.6666666666666666,0.8522727272727272,0.0,If,1,0
LRS,u-Ccsr,0,1,0.8333333333333334,0.7142857142857143,0.7692307692307693,1.0,0.5833333333333334,0.7954545454545454,1.0,Assignment,0,0
LRS,u-Ccsr,0,1,0.8333333333333334,0.7142857142857143,0.7692307692307693,1.0,0.5833333333333334,0.7954545454545454,1.0,Assignment,0,0
LRS,u-Ccsr,0,1,0.8333333333333334,0.7142857142857143,0.7692307692307693,1.0,0.5833333333333334,0.7954545454545454,1.0,Assignment,0,0
LRS,u-Ccsr,0,1,0.8333333333333334,0.7142857142857143,0.7692307692307693,1.0,0.5833333333333334,0.7954545454545454,1.0,Assignment,0,0
LRS,u-Ccsr,0,1,0.8333333333333334,0.7142857142857143,0.7692307692307693,1.0,0.5833333333333334,0.7954545454545454,1.0,Assignment,0,0
LRS,u-Ccsr,0,1,0.8333333333333334,0.7142857142857143,0.7692307692307693,1.0,0.5833333333333334,0.7954545454545454,1.0,Assignment,0,0
LRS,u-Ccsr,0,1,0.8333333333333334,0.7142857142857143,0.7692307692307693,1.0,0.5833333333333334,0.7954545454545454,1.0,Assignment,0,0
LRS,u-Ccsr,0,1,0.8333333333333334,0.7142857142857143,0.7692307692307693,1.0,0.5833333333333334,0.7954545454545454,1.0,Assignment,0,0
LRS,u-CRCR,0,0,0.16666666666666666,0.14285714285714285,0.15384615384615385,0.14285714285714285,0.9166666666666666,0.8863636363636362,0.5168539325842697,For,0,0
LRS,u-CRCR,0,0,0.16666666666666666,0.14285714285714285,0.15384615384615385,0.14285714285714285,0.9166666666666666,0.8863636363636362,0.5168539325842697,For,0,0
LRS,u-CRCR,0,0,0.16666666666666666,0.14285714285714285,0.15384615384615385,0.14285714285714285,0.9166666666666666,0.8863636363636362,0.5168539325842697,For,0,0
LRS,u-CRCR,0,0,0.16666666666666666,0.14285714285714285,0.15384615384615385,0.14285714285714285,0.9166666666666666,0.8863636363636362,0.5168539325842697,For,1,0
LRS,u-CRCR,0,0,0.16666666666666666,0.14285714285714285,0.15384615384615385,0.14285714285714285,0.9166666666666666,0.8863636363636362,0.5168539325842697,For,0,0
LRS,u-CRCR,0,0,0.16666666666666666,0.14285714285714285,0.15384615384615385,0.14285714285714285,0.9166666666666666,0.8863636363636362,0.5168539325842697,For,1,0
LRS,u-CRCR,0,0,0.16666666666666666,0.14285714285714285,0.15384615384615385,0.14285714285714285,0.9166666666666666,0.8863636363636362,0.5168539325842697,For,1,0
LRS,u-CRCR,0,0,0.16666666666666666,0.14285714285714285,0.15384615384615385,0.14285714285714285,0.9166666666666666,0.8863636363636362,0.5168539325842697,For,1,0
LRS,u-CRCR,0,0,0.16666666666666666,0.14285714285714285,0.15384615384615385,0.14285714285714285,0.9166666666666666,0.8863636363636362,0.5168539325842697,For,0,0
LRS,u-CRCR,0,0,0.16666666666666666,0.14285714285714285,0.15384615384615385,0.14285714285714285,0.9166666666666666,0.8863636363636362,0.5168539325842697,For,0,0
LRS,u-CRCR,0,0,0.3333333333333333,0.2857142857142857,0.3076923076923077,0.7142857142857143,0.8333333333333334,0.9659090909090908,0.5842696629213483,For,1,0
LRS,u-CRCR,0,0,0.3333333333333333,0.2857142857142857,0.3076923076923077,0.7142857142857143,0.8333333333333334,0.9659090909090908,0.5842696629213483,For,0,0
LRS,u-CRCR,0,0,0.3333333333333333,0.2857142857142857,0.3076923076923077,0.7142857142857143,0.8333333333333334,0.9659090909090908,0.5842696629213483,For,0,0
LRS,u-CRCR,0,0,0.3333333333333333,0.2857142857142857,0.3076923076923077,0.7142857142857143,0.8333333333333334,0.9659090909090908,0.5842696629213483,For,0,0
LRS,u-CRCR,0,0,0.3333333333333333,0.2857142857142857,0.3076923076923077,0.7142857142857143,0.8333333333333334,0.9659090909090908,0.5842696629213483,For,0,0
LRS,u-CRCR,0,0,0.5,0.42857142857142855,0.46153846153846156,0.5714285714285714,0.75,0.8522727272727272,0.34831460674157305,For,0,0
LRS,u-CRCR,0,0,0.5,0.42857142857142855,0.46153846153846156,0.5714285714285714,0.75,0.8522727272727272,0.34831460674157305,For,0,0
LRS,u-CRCR,0,0,0.5,0.42857142857142855,0.46153846153846156,0.5714285714285714,0.75,0.8522727272727272,0.34831460674157305,For,0,0
LRS,u-CRCR,0,0,0.5,0.42857142857142855,0.46153846153846156,0.5714285714285714,0.75,0.8522727272727272,0.34831460674157305,For,1,0
LRS,u-CRCR,0,0,0.5,0.42857142857142855,0.46153846153846156,0.5714285714285714,0.75,0.8522727272727272,0.34831460674157305,For,0,0
LRS,u-CRCR,0,0,0.5,0.42857142857142855,0.46153846153846156,0.5714285714285714,0.75,0.8522727272727272,0.34831460674157305,For,1,0
LRS,u-CRCR,0,0,0.5,0.42857142857142855,0.46153846153846156,0.5714285714285714,0.75,0.8522727272727272,0.34831460674157305,For,1,0
LRS,u-CRCR,0,0,0.5,0.42857142857142855,0.46153846153846156,0.5714285714285714,0.75,0.8522727272727272,0.34831460674157305,For,1,0
LRS,u-CRCR,0,0,0.5,0.42857142857142855,0.46153846153846156,0.5714285714285714,0.75,0.8522727272727272,0.34831460674157305,For,0,0
