u-Cccr,0,0,0,0,0.0,3,4,3.5,1.0,Assignment,0,0
u-Cccr,0,0,0,0,0.0,3,4,3.5,1.0,Assignment,0,0
u-Cccr,0,0,0,0,0.0,3,4,3.5,1.0,Assignment,0,0
u-Cccr,0,0,0,0,0.0,3,4,3.5,1.0,If,0,0
u-Cccr,0,0,0,0,0.0,3,4,3.5,1.0,If,0,0
u-Cccr,0,0,0,0,0.0,3,4,3.5,1.0,If,1,0
u-Cccr,0,0,1,1,1.0,3,3,3.0,0.9019607843137255,Assignment,0,0
u-Cccr,0,0,1,1,1.0,3,3,3.0,0.9019607843137255,Assignment,0,0
u-Cccr,0,0,1,1,1.0,3,3,3.0,0.9019607843137255,Assignment,0,0
u-Cccr,1,0,1,2,1.5,2,2,2.0,0.6862745098039216,If,0,0
u-Cccr,1,0,1,2,1.5,2,2,2.0,0.6862745098039216,If,1,0
u-Cccr,1,0,1,2,1.5,2,2,2.0,0.6862745098039216,If,0,0
u-Cccr,0,1,2,3,2.5,1,1,1.0,0.18627450980392157,Assignment,1,0
u-Cccr,0,1,2,3,2.5,1,1,1.0,0.18627450980392157,Assignment,1,0
u-Cccr,0,1,2,3,2.5,1,1,1.0,0.18627450980392157,Assignment,1,0
u-Cccr,0,1,2,3,2.5,1,1,1.0,0.0,Assignment,0,0
u-Cccr,0,1,2,3,2.5,1,1,1.0,0.0,Assignment,0,0
u-Cccr,0,1,2,3,2.5,1,1,1.0,0.0,Assignment,0,0
u-CCDL,0,0,0,0,0.0,3,4,3.5,1.0,If,1,0
u-CCDL,1,0,1,2,1.5,2,2,2.0,0.6862745098039216,If,0,0
u-CCDL,0,1,2,3,2.5,1,1,1.0,0.18627450980392157,Assignment,1,0
u-CCDL,0,1,2,3,2.5,1,1,1.0,0.0,Assignment,0,0
u-Ccsr,0,0,0,0,0.0,3,4,3.5,1.0,If,0,0
u-Ccsr,0,0,0,0,0.0,3,4,3.5,1.0,If,0,0
u-Ccsr,0,0,0,0,0.0,3,4,3.5,1.0,If,0,0
u-Ccsr,0,0,0,0,0.0,3,4,3.5,1.0,If,0,0
u-Ccsr,1,0,1,2,1.5,2,2,2.0,0.6862745098039216,If,1,0
u-Ccsr,1,0,1,2,1.5,2,2,2.0,0.6862745098039216,If,1,0
u-Ccsr,1,0,1,2,1.5,2,2,2.0,0.6862745098039216,If,1,0
u-Ccsr,1,0,1,2,1.5,2,2,2.0,0.6862745098039216,If,1,0
u-Ccsr,0,1,2,3,2.5,1,1,1.0,0.18627450980392157,Assignment,1,0
u-Ccsr,0,1,2,3,2.5,1,1,1.0,0.18627450980392157,Assignment,0,1
u-Ccsr,0,1,2,3,2.5,1,1,1.0,0.18627450980392157,Assignment,1,0
u-Ccsr,0,1,2,3,2.5,1,1,1.0,0.18627450980392157,Assignment,1,0
u-Ccsr,0,1,2,3,2.5,1,1,1.0,0.0,Assignment,0,0
u-Ccsr,0,1,2,3,2.5,1,1,1.0,0.0,Assignment,0,0
u-Ccsr,0,1,2,3,2.5,1,1,1.0,0.0,Assignment,0,0
u-Ccsr,0,1,2,3,2.5,1,1,1.0,0.0,Assignment,0,0
u-Ccsr,0,0,3,4,3.5,0,0,0.0,0.0,Assignment,0,0
u-Ccsr,0,0,3,4,3.5,0,0,0.0,0.0,Assignment,0,0
u-Ccsr,0,0,3,4,3.5,0,0,0.0,0.0,Assignment,0,0
u-Ccsr,0,0,3,4,3.5,0,0,0.0,0.0,Assignment,0,0
u-Ccsr,0,0,3,4,3.5,0,0,0.0,0.0,Assignment,0,0
u-Ccsr,0,0,3,4,3.5,0,0,0.0,0.0,Assignment,0,0
u-Ccsr,0,0,3,4,3.5,0,0,0.0,0.0,Assignment,0,0
u-Ccsr,0,0,3,4,3.5,0,0,0.0,0.0,Assignment,0,0
u-Ccsr,0,0,3,4,3.5,0,0,0.0,0.0,Function Call,0,0
u-Ccsr,0,0,3,4,3.5,0,0,0.0,0.0,Function Call,0,0
u-Ccsr,0,0,3,4,3.5,0,0,0.0,0.0,Function Call,0,0
u-Ccsr,0,0,3,4,3.5,0,0,0.0,0.0,Function Call,0,0
u-CRCR,0,0,0,0,0.0,3,4,3.5,1.0,If,0,0
u-CRCR,0,0,0,0,0.0,3,4,3.5,1.0,If,0,0
u-CRCR,0,0,0,0,0.0,3,4,3.5,1.0,If,0,0
u-CRCR,0,0,0,0,0.0,3,4,3.5,1.0,If,0,0
u-CRCR,0,0,0,0,0.0,3,4,3.5,1.0,If,0,0
u-CRCR,1,0,1,2,1.5,2,2,2.0,0.6862745098039216,If,1,0
u-CRCR,1,0,1,2,1.5,2,2,2.0,0.6862745098039216,If,1,0
u-CRCR,1,0,1,2,1.5,2,2,2.0,0.6862745098039216,If,1,0
u-CRCR,1,0,1,2,1.5,2,2,2.0,0.6862745098039216,If,0,0
u-CRCR,1,0,1,2,1.5,2,2,2.0,0.6862745098039216,If,1,0
u-CRCR,0,1,2,3,2.5,1,1,1.0,0.18627450980392157,Assignment,1,0
u-CRCR,0,1,2,3,2.5,1,1,1.0,0.18627450980392157,Assignment,1,0
u-CRCR,0,1,2,3,2.5,1,1,1.0,0.18627450980392157,Assignment,1,0
u-CRCR,0,1,2,3,2.5,1,1,1.0,0.18627450980392157,Assignment,1,0
u-CRCR,0,1,2,3,2.5,1,1,1.0,0.18627450980392157,Assignment,1,0
u-CRCR,0,1,2,3,2.5,1,1,1.0,0.0,Assignment,0,0
u-CRCR,0,1,2,3,2.5,1,1,1.0,0.0,Assignment,0,0
