_IM_PROGRAM,_IM_OPERATOR,_IM_SOURCE_PRIMITIVE_ARC,_IM_TARGET_PRIMITIVE_ARC,_IM_DISTANCE_BEGIN_MIN,_IM_DISTANCE_BEGIN_MAX,_IM_DISTANCE_BEGIN_AVG,_IM_DISTANCE_END_MIN,_IM_DISTANCE_END_MAX,_IM_DISTANCE_END_AVG,_IM_COMPLEXITY,_IM_TYPE_STATEMENT,_IM_MINIMAL,_IM_EQUIVALENT
date-plus,u-Cccr,1,1,0.0,0.0,0.0,0.2222222222222222,1.0,1.0,0.4424778761061947,Assignment,0,0
date-plus,u-Cccr,1,1,0.0,0.0,0.0,0.2222222222222222,1.0,1.0,0.4424778761061947,Assignment,0,0
date-plus,u-Cccr,1,1,0.0,0.0,0.0,0.2222222222222222,1.0,1.0,0.4424778761061947,Assignment,0,0
date-plus,u-Cccr,1,1,0.0,0.0,0.0,0.2222222222222222,1.0,1.0,0.4424778761061947,Assignment,0,0
date-plus,u-Cccr,1,1,0.0,0.0,0.0,0.2222222222222222,1.0,1.0,0.4424778761061947,Assignment,0,0
date-plus,u-Cccr,1,1,0.0,0.0,0.0,0.2222222222222222,1.0,1.0,0.4424778761061947,Assignment,0,0
date-plus,u-Cccr,1,1,0.0,0.0,0.0,0.2222222222222222,1.0,1.0,0.4424778761061947,Assignment,0,0
date-plus,u-Cccr,1,1,0.0,0.0,0.0,0.2222222222222222,1.0,1.0,0.4424778761061947,Assignment,0,0
date-plus,u-Cccr,1,1,0.0,0.0,0.0,0.2222222222222222,1.0,1.0,0.4424778761061947,Assignment,0,0
date-plus,u-Cccr,0,0,0.1111111111111111,0.5357142857142857,0.5229591836734694,0.1111111111111111,0.9772727272727273,0.9707777806768074,0.1415929203539823,Block,0,0
date-plus,u-Cccr,0,0,0.1111111111111111,0.5357142857142857,0.5229591836734694,0.1111111111111111,0.9772727272727273,0.9707777806768074,0.1415929203539823,Block,0,0
