Program,_IM_OPERATOR,_IM_SOURCE_PRIMITIVE_ARC,_IM_TARGET_PRIMITIVE_ARC,_IM_DISTANCE_BEGIN_MIN,_IM_DISTANCE_BEGIN_MAX,_IM_DISTANCE_BEGIN_AVG,_IM_DISTANCE_END_MIN,_IM_DISTANCE_END_MAX,_IM_DISTANCE_END_AVG,_IM_COMPLEXITY,_IM_TYPE_STATEMENT,_IM_EQUIVALENT,_IM_MINIMAL
checkIt,u-CRCR,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0
checkIt,u-CRCR,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,1
checkIt,u-CRCR,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,1
checkIt,u-CRCR,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,1
checkIt,u-CRCR,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,1
checkIt,u-CRCR,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,1
checkIt,u-CRCR,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,1
checkIt,u-CRCR,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,1
checkIt,u-CRCR,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,1
checkIt,u-CRCR,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,1
checkIt,u-CRCR,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0
checkIt,u-CRCR,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,1
checkIt,u-CRCR,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,1
checkIt,u-CRCR,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,1
checkIt,u-CRCR,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,1
checkIt,u-OCNG,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0
checkIt,u-OLAN,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,1
checkIt,u-OLAN,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,1
checkIt,u-OLAN,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0
checkIt,u-OLAN,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0
checkIt,u-OLAN,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0
checkIt,u-OLAN,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0
checkIt,u-OLAN,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0
checkIt,u-OLAN,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,1,0
checkIt,u-OLAN,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0
checkIt,u-OLAN,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0
checkIt,u-OLBN,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,1,0
checkIt,u-OLBN,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0
checkIt,u-OLBN,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,1
checkIt,u-OLBN,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,0,0
checkIt,u-OLBN,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,If,1,0
