_IM_PROGRAM,_IM_OPERATOR,_IM_SOURCE_PRIMITIVE_ARC,_IM_TARGET_PRIMITIVE_ARC,_IM_DISTANCE_BEGIN_MIN,_IM_DISTANCE_BEGIN_MAX,_IM_DISTANCE_BEGIN_AVG,_IM_DISTANCE_END_MIN,_IM_DISTANCE_END_MAX,_IM_DISTANCE_END_AVG,_IM_COMPLEXITY,_IM_TYPE_STATEMENT,_IM_EQUIVALENT,_IM_MINIMAL
tcas,u-CCDL,0,1,0.25,0.125,0.18518518518518517,0.2,0.125,0.18181818181818182,0.0,Assignment,1,0
tcas,u-Ccsr,1,0,0.0,0.0,0.0,0.4,0.25,0.36363636363636365,1.0,Assignment,0,0
tcas,u-Ccsr,1,0,0.0,0.0,0.0,0.4,0.25,0.36363636363636365,1.0,If,0,0
tcas,u-Ccsr,0,1,0.25,0.125,0.18518518518518517,0.2,0.125,0.18181818181818182,0.2589703588143526,Assignment,0,0
tcas,u-Ccsr,0,1,0.25,0.125,0.18518518518518517,0.2,0.125,0.18181818181818182,0.0,Assignment,1,0
tcas,u-Ccsr,0,1,0.25,0.125,0.18518518518518517,0.2,0.125,0.18181818181818182,0.0,Assignment,1,0
tcas,u-Ccsr,0,0,0.5,0.25,0.37037037037037035,0.0,0.0,0.0,0.0062402496099844,Return,0,0
tcas,u-CRCR,1,0,0.0,0.0,0.0,0.4,0.25,0.36363636363636365,1.0,Assignment,0,0
tcas,u-CRCR,1,0,0.0,0.0,0.0,0.4,0.25,0.36363636363636365,1.0,Assignment,0,0
tcas,u-CRCR,1,0,0.0,0.0,0.0,0.4,0.25,0.36363636363636365,1.0,Assignment,0,0
tcas,u-CRCR,1,0,0.0,0.0,0.0,0.4,0.25,0.36363636363636365,1.0,Assignment,0,0
tcas,u-CRCR,1,0,0.0,0.0,0.0,0.4,0.25,0.36363636363636365,1.0,Assignment,0,0
tcas,u-CRCR,1,0,0.0,0.0,0.0,0.4,0.25,0.36363636363636365,1.0,If,0,0
