Min;50.0;35.0;50.0;33.33333333333333
Max;50.0;35.0;50.0;33.33333333333333
Mean;50.0;35.0;50.0;33.33333333333333
Median;50.0;35.0;50.0;33.33333333333333

SampleSplit;Accuracy;Precision;Recall;F1
15;50.0;35.0;50.0;33.33333333333333
