Min;55.55555555555556;50.0;55.55555555555556;51.85185185185185
Max;55.55555555555556;50.0;55.55555555555556;51.85185185185185
Mean;55.55555555555556;50.0;55.55555555555556;51.85185185185185
Median;55.55555555555556;50.0;55.55555555555556;51.85185185185185

SampleSplit;Accuracy;Precision;Recall;F1
0;55.55555555555556;50.0;55.55555555555556;51.85185185185185
