TargetColumn,Classifier,Run,SampleSplit,Accuracy,Precision,Recall,F1
MINIMAL,KNN,1,1,78.50858523916023,77.0830810050144,81.21924825048697,79.06233154677818
MINIMAL,KNN,1,2,76.70225813433376,81.79666482510444,68.69562080657961,74.6386820133817
MINIMAL,KNN,1,3,78.68804559555589,76.33245318921955,83.2039535387057,79.59666616104862
MINIMAL,KNN,1,4,79.35033547363105,80.5255424918698,77.54527090397517,78.95170386867173
MINIMAL,KNN,1,5,79.29045523411008,76.74726029159888,84.22732847557896,80.26814466672406
MINIMAL,KNN,1,6,78.77858740350624,79.1115108156221,78.38720150061323,78.69494704098643
MINIMAL,KNN,1,7,78.53888608325519,75.82896807779319,83.92684510497077,79.6462480149127
MINIMAL,KNN,1,8,79.32129716470672,78.96123511814599,80.07611283457182,79.45909057747669
MINIMAL,KNN,1,9,78.77876776567348,76.38989626392953,83.44563884279633,79.72992202067492
MINIMAL,KNN,1,10,78.74864728374577,78.39118226166028,79.53286198686962,78.90019072193599
MINIMAL,KNN,1,11,78.38684077627876,76.39086770644333,82.4211817329197,79.24702638213141
MINIMAL,KNN,1,12,78.14587692085708,77.86469390857803,78.81105259360797,78.28233506005759
MINIMAL,KNN,1,13,77.51334680037513,75.60132572657288,81.4580477599019,78.36197770534018
MINIMAL,KNN,1,14,77.51442897337854,77.05978656959805,78.44924608614099,77.70383293530621
MINIMAL,KNN,1,15,76.79153740711348,74.98502414323325,80.67563667845033,77.66270270712037
MINIMAL,KNN,1,16,77.002020056273,76.42971412712869,78.38864439795108,77.31474762518738
MINIMAL,KNN,1,17,76.33936945386337,74.55293454330078,80.37551403217662,77.2624845663869
MINIMAL,KNN,1,18,76.30924897193566,75.75207221068722,77.72635451987591,76.62665002335598
MINIMAL,KNN,1,19,75.767982108073,74.25326324176574,79.2327393405959,76.5611604453862
MINIMAL,KNN,1,20,76.2199696991559,75.65726385345138,77.60731548950292,76.52029603483531
MINIMAL,KNN,1,21,75.64876271553278,73.83881668183767,79.71502777577376,76.57812912692373
MINIMAL,KNN,1,22,75.79918476300409,75.00522304879055,77.54635307697856,76.18604592683924
MINIMAL,KNN,1,23,75.46840054830098,73.87294330774084,79.05201644902965,76.28661199498427
MINIMAL,KNN,1,24,75.22707596854485,74.2865830018454,77.48539066445423,75.7751534121292
MINIMAL,KNN,1,25,75.13707524709616,73.38741777723278,79.11117523988167,76.07560985173015
MINIMAL,KNN,1,26,75.10677440300122,74.13295108460301,77.42514970059881,75.66883245170717
MINIMAL,KNN,1,27,74.23382151359931,72.43172427013376,78.62996897770725,75.32194931278272
MINIMAL,KNN,1,28,74.53466560854196,73.39536587413815,77.30574994589134,75.2075375364566
MINIMAL,KNN,1,29,74.17340018757666,72.09622398984698,79.17177692807155,75.39420690263678
MINIMAL,KNN,1,30,74.47442464468652,73.29930986175106,77.30574994589134,75.17784368593951
MINIMAL,KNN,1,31,74.20370103167159,72.25859466078887,78.99033258783638,75.39155087856139
MINIMAL,KNN,1,32,73.93207560782051,72.80180632836463,76.70297958300267,74.63020802576527
MINIMAL,KNN,1,33,73.78165356034918,71.77176407214448,78.68948849289372,75.01923503997634
MINIMAL,KNN,1,34,74.26394199552703,72.97135069365756,77.30574994589136,75.01599991857944
MINIMAL,KNN,1,35,73.78255537118534,71.82889866054227,78.50876560132747,74.95816180357527
MINIMAL,KNN,1,36,73.96291753841714,72.68150842754528,77.0038236779453,74.72871005106347
MINIMAL,KNN,1,37,73.72267513166439,71.94486711625609,78.02683789048409,74.79390995638155
MINIMAL,KNN,1,38,73.84315705937524,72.5718758406929,76.82346151071351,74.58789219344288
MINIMAL,KNN,1,39,73.57189235985861,71.74563106238514,77.96623620229421,74.67660870249263
MINIMAL,KNN,1,40,73.81285621528029,72.45850561311478,77.06334319313181,74.63271702765185
MINIMAL,KNN,2,1,77.21322415410144,77.146879538954,77.66430993434817,77.30387687464695
MINIMAL,KNN,2,2,76.18948849289373,83.0797367570125,65.9851381574201,73.40191034481289
MINIMAL,KNN,2,3,77.4529254743525,75.71727388112997,81.33287641584302,78.24886346495866
MINIMAL,KNN,2,4,77.45256475001807,80.20637153454251,73.14695909386046,76.35170400410675
MINIMAL,KNN,2,5,78.77588197099776,76.63505544646353,83.13721953682995,79.61343179104419
MINIMAL,KNN,2,6,78.41515763653416,79.73696364356061,76.57492244426807,77.94912570068178
MINIMAL,KNN,2,7,77.84304884207491,75.51294207053826,82.65529182598658,78.79571851336415
MINIMAL,KNN,2,8,78.2333525719645,78.29398454090118,78.32118894740638,78.17973725055253
MINIMAL,KNN,2,9,78.50515835798285,76.47397859573009,82.59793665680688,79.29211386135947
MINIMAL,KNN,2,10,78.35347377534089,78.24167842212087,78.80275593391531,78.38295579584162
MINIMAL,KNN,2,11,77.87226751316642,76.53996082749825,80.61034557391244,78.42193931883905
MINIMAL,KNN,2,12,77.57124305605656,78.06482045345273,76.93781112473846,77.34487379653197
MINIMAL,KNN,2,13,76.99859317509559,75.64793557834341,79.88745400764736,77.60699127946482
MINIMAL,KNN,2,14,77.24045884135343,77.57368318027268,76.9987735372628,77.1114695771167
MINIMAL,KNN,2,15,76.24684366207345,74.91994977622915,79.16636606305461,76.86940594607069
MINIMAL,KNN,2,16,76.30690426376164,76.43529308139219,76.397446071712,76.27897744038867
MINIMAL,KNN,2,17,75.94581920496356,74.63247073543847,78.86696486544983,76.61314922673374
MINIMAL,KNN,2,18,75.91551836086863,75.77569963356112,76.27624269533223,75.93672563340607
MINIMAL,KNN,2,19,74.50111824543683,73.34325939050511,77.18021787749802,75.13214809955063
MINIMAL,KNN,2,20,75.07286631556165,75.22038973882353,75.0140682490441,75.00031072679889
MINIMAL,KNN,2,21,74.86184257990044,73.97246153598026,77.0009378832696,75.34029848571839
MINIMAL,KNN,2,22,74.83172209797273,74.52448278227362,75.79611860616117,75.02553837224507
MINIMAL,KNN,2,23,74.46937450400405,73.53565647096009,76.81877209436549,75.00981233186653
MINIMAL,KNN,2,24,74.62069836231151,74.24492962113875,75.73623836664021,74.84571951859105
MINIMAL,KNN,2,25,74.47009595267299,72.77778478060156,78.4449173941274,75.42710395697341
MINIMAL,KNN,2,26,74.1991919774908,73.21857106281588,76.57889041194719,74.77464243708278
