TargetColumn,Classifier,Run,SampleSplit,Accuracy,Precision,Recall,F1
MINIMAL,KNN,1,1,73.59894668494336,74.07827707837184,72.66755645335834,73.32711574564054
MINIMAL,KNN,1,2,70.59068609768416,79.00020356614115,56.174157708679026,65.55627455016528
MINIMAL,KNN,1,3,71.6719572902388,70.96646970983203,73.38828367361663,72.11289090024766
MINIMAL,KNN,1,4,71.31195440444414,75.81768785127758,62.674770940047615,68.54969148121822
MINIMAL,KNN,1,5,71.22087150999207,70.23574676955832,73.87201500613232,71.96714480292756
MINIMAL,KNN,1,6,70.6199047687757,73.98200248714545,63.819349253300636,68.46160289597496
MINIMAL,KNN,1,7,70.13761633359786,69.53591031424958,71.88622754491018,70.64146811411567
MINIMAL,KNN,1,8,70.28785801890196,72.6212277885616,65.44441238005916,68.75962529224485
MINIMAL,KNN,1,9,70.1973162109516,69.16869258508976,73.21080730106053,71.0702989252838
MINIMAL,KNN,1,10,70.04797633648366,71.02344193182465,67.97417213765243,69.3942425062789
MINIMAL,KNN,1,11,70.22833850371545,68.89924634268797,73.87381862780464,71.25305000086838
MINIMAL,KNN,1,12,70.65002525070344,71.05517646055057,69.90116153235697,70.38225212657095
MINIMAL,KNN,1,13,71.5812351201212,69.51915740771494,77.06262174446287,73.05002922716322
MINIMAL,KNN,1,14,71.100209220114,70.57588625189307,72.54779597431643,71.49705742926335
MINIMAL,KNN,1,15,71.49015222566914,69.28677155831761,77.42226390592309,73.08588229060798
MINIMAL,KNN,1,16,70.58725921650675,70.30841751377422,71.52297814010534,70.86367421635502
MINIMAL,KNN,1,17,70.85816319168894,69.04310830577157,75.7968400548301,72.23386904645987
MINIMAL,KNN,1,18,70.25683572613809,70.05400276449265,70.92056850155112,70.45057958346815
MINIMAL,KNN,1,19,70.55731909674627,68.8277972195661,75.19406969194142,71.84850430026724
MINIMAL,KNN,1,20,70.40653632494048,70.15432946315406,71.09984849577951,70.58664492839421
MINIMAL,KNN,1,21,69.9859317509559,68.35611929557575,74.4726210230142,71.25944212112346
MINIMAL,KNN,1,22,69.95563090686097,69.52181729532472,71.10165211745183,70.26549788287923
MINIMAL,KNN,1,23,70.65056633720509,68.73075193637318,75.85960608902678,72.09249434125891
MINIMAL,KNN,1,24,70.19749657311883,69.50423766230197,72.0662289878075,70.69883808785453
MINIMAL,KNN,1,25,69.89791501334679,68.09702266260233,74.89683284034342,71.30407855711441
MINIMAL,KNN,1,26,69.74731260370824,69.08025600540955,71.52550321044656,70.2412470992783
MINIMAL,KNN,1,27,69.92695332227112,68.14086489052586,74.89538994300554,71.33683039366963
MINIMAL,KNN,1,28,70.3787605511868,69.4750785154734,72.72887959021715,71.0317091864892
MINIMAL,KNN,1,29,69.9574345285333,68.26444586334719,74.6562297092562,71.28403769497997
MINIMAL,KNN,1,30,70.19875910828944,69.4570796855901,72.06695043647645,70.71098157958102
MINIMAL,KNN,1,31,70.34936151792803,68.60073231610538,75.01623259505084,71.64992976240305
MINIMAL,KNN,1,32,70.40942211961621,69.81239198356529,71.88550609624126,70.81204488827674
MINIMAL,KNN,1,33,70.07845754274585,68.66008291728076,73.87237573046677,71.15238964695021
MINIMAL,KNN,1,34,70.2591804343121,69.80245065784534,71.46418007358776,70.60450528354541
MINIMAL,KNN,1,35,70.37984272419018,69.26283080740504,73.3309285044369,71.20685721191381
MINIMAL,KNN,1,36,70.19893947045668,69.89668950129166,71.04285405093427,70.42960288670962
MINIMAL,KNN,1,37,70.22761705504654,68.7498074453564,74.17105547940264,71.33094606700328
MINIMAL,KNN,1,38,70.61954404444123,69.77655731583029,72.72671524421038,71.19897361208498
MINIMAL,KNN,1,39,70.62008513094294,68.99771260005612,74.89466849433663,71.80416140476338
MINIMAL,KNN,1,40,71.16189308130727,70.07047722509935,73.93117379698435,71.92732882343667
MINIMAL,KNN,2,1,72.51875766539212,72.08933262880436,73.51309429334104,72.74664185146297
MINIMAL,KNN,2,2,69.65875477959743,76.42595556639624,56.955125892792736,65.21676445042111
MINIMAL,KNN,2,3,72.12683067599737,71.19145543234725,74.41634802683791,72.7367684862317
MINIMAL,KNN,2,4,70.44044441238006,74.98316858264114,61.58826924464324,67.58679090157568
MINIMAL,KNN,2,5,70.83201067744031,70.16171926367711,72.66647428035496,71.37002318755336
MINIMAL,KNN,2,6,70.3199624846692,73.4454179746328,63.756222494769496,68.23671478380011
MINIMAL,KNN,2,7,70.05032104465766,69.59058458988177,71.46345862491883,70.49451232639841
MINIMAL,KNN,2,8,70.41158646562297,72.70848512752829,65.62405309862204,68.95141875300214
MINIMAL,KNN,2,9,70.77303224875551,70.24101861941118,72.42659259793666,71.27778997890933
MINIMAL,KNN,2,10,69.90080080802251,71.7877616202053,65.92525791789913,68.68035559640964
MINIMAL,KNN,2,11,70.77393405959168,70.19574027192175,72.5481566986509,71.3247366347283
MINIMAL,KNN,2,12,70.41248827645911,72.30708410380636,66.46742659259793,69.21200534065561
MINIMAL,KNN,2,13,70.50194791140609,69.4352877574032,73.5105692229998,71.38125602225125
MINIMAL,KNN,2,14,70.20146454079793,70.91668943347098,68.87490080080802,69.83429777424493
MINIMAL,KNN,2,15,70.17026188586681,68.9553779033928,73.74972945674915,71.23239749888744
MINIMAL,KNN,2,16,69.05598441670874,69.91875202559339,67.30647139456028,68.5311930832041
MINIMAL,KNN,2,17,69.3869489935791,68.4692371927202,72.30358559988457,70.28397390144828
MINIMAL,KNN,2,18,69.53646923021427,70.15368443110945,68.26924464324362,69.1572147869751
MINIMAL,KNN,2,19,69.56767188514537,68.55595807365071,72.60479041916167,70.48514816028971
MINIMAL,KNN,2,20,70.41104537912129,71.0558736292011,69.23346078926484,70.08081156538498
MINIMAL,KNN,2,21,70.68212971647068,69.90320416530345,72.96587547795974,71.34552953551909
MINIMAL,KNN,2,22,70.77231080008656,71.68293022937942,69.05201644902965,70.2425492294563
MINIMAL,KNN,2,23,70.95249260515114,70.32611761977286,72.84467210157995,71.49634829873148
MINIMAL,KNN,2,24,71.82616694322195,72.49365135351223,70.55912271841859,71.44422009695188
MINIMAL,KNN,2,25,71.52442103744319,71.13083650306716,72.66539210735155,71.82555480983514
MINIMAL,KNN,2,26,71.37327754130294,72.15172484653404,69.77454729096024,70.87899317881984
MINIMAL,KNN,2,27,71.25351706226103,70.73554651798703,72.84611499891783,71.7051316984535
MINIMAL,KNN,2,28,71.76574561719933,72.55400532998453,70.37839982685232,71.37333790277373
MINIMAL,KNN,2,29,71.67538417141621,71.52118122911848,72.30538922155691,71.83978702494299
MINIMAL,KNN,2,30,72.03556741937811,72.76977663668337,70.67960464612943,71.64213441575103
MINIMAL,KNN,2,31,71.79532501262536,71.26873219661759,73.20828223071928,72.18511859946867
MINIMAL,KNN,2,32,71.40393910973233,71.83297034149955,70.62008513094294,71.18511486102138
MINIMAL,KNN,2,33,71.1326744102157,70.70913538460375,72.36599090974676,71.4980349969258
MINIMAL,KNN,2,34,70.74200995599162,71.22968928836207,69.77851525863936,70.47317884152876
MINIMAL,KNN,2,35,70.35098477743308,70.00437903951797,71.58321910396073,70.75027967482353
MINIMAL,KNN,2,36,69.98989971863503,70.39410669664684,69.41634802683791,69.86082976506776
MINIMAL,KNN,2,37,70.16972079936512,69.67590814161035,71.82274006204459,70.68204425192708
MINIMAL,KNN,2,38,70.19930019479112,70.43292827540465,69.89683284034342,70.12752295945154
